38449806 | @GENE_CCR5 | Ccr5 | 0 | 4 | Gene | gene | CCR5
36092961 | @GENE_MAPK14 | Mapk14 | 1145 | 8 | Gene | gene | p38 MAPK
36092961 | @GENE_PIAS1 | Pias1 | 1263 | 5 | Gene | gene | PIAS1
36092961 | @DISEASE_Reperfusion_Injury | Reperfusion Injury | 1277 | 4 | Disease | disease | HIRI
36162807 | @DISEASE_Sarcopenia | Sarcopenia | 90 | 10 | Disease | disease | sarcopenia
36162807 | @DISEASE_Sarcopenia | Sarcopenia | 114 | 10 | Disease | disease | Sarcopenia
36162807 | @DISEASE_MASS_syndrome | MASS syndrome | 166 | 23 | Disease | disease | loss of muscle mass and
36162807 | @GENE_GBP2 | Gbp2 | 931 | 4 | Gene | gene | Gbp2
36162807 | @DISEASE_Sarcopenia | Sarcopenia | 996 | 10 | Disease | disease | sarcopenia
36162807 | @DISEASE_Sarcopenia | Sarcopenia | 1102 | 10 | Disease | disease | Sarcopenia
36162807 | @CHEMICAL_Dexamethasone | Dexamethasone | 1156 | 13 | Chemical | chemical | dexamethasone
36162807 | @CHEMICAL_Lead | Lead | 1310 | 3 | Chemical | chemical | PBS
36162807 | @DISEASE_Sarcopenia | Sarcopenia | 1364 | 10 | Disease | disease | sarcopenia
36162807 | @DISEASE_Sarcopenia | Sarcopenia | 1778 | 10 | Disease | disease | sarcopenia
36162807 | @DISEASE_Sarcopenia | Sarcopenia | 1965 | 10 | Disease | disease | Sarcopenia
36162807 | @GENE_TMEM132A | TMEM132A | 2127 | 3 | Gene | gene | GBP
36162807 | @GENE_GBP2 | Gbp2 | 2179 | 4 | Gene | gene | Gbp2
36162807 | @DISEASE_Sarcopenia | Sarcopenia | 2352 | 10 | Disease | disease | sarcopenia
36162807 | @GENE_GBP2 | GBP2 | 2390 | 4 | Gene | gene | GBP2
36162807 | @GENE_PECAM1 | Pecam1 | 2529 | 4 | Gene | gene | CD31
36162807 | @GENE_GBP2 | Gbp2 | 2538 | 4 | Gene | gene | GBP2
36162807 | @GENE_GBP2 | Gbp2 | 2607 | 4 | Gene | gene | Gbp2
36162807 | @GENE_GBP2 | Gbp2 | 2700 | 4 | Gene | gene | Gbp2
36162807 | @DISEASE_Sarcopenia | Sarcopenia | 2857 | 10 | Disease | disease | sarcopenia
36162807 | @GENE_LGALS3 | Lgals3 | 2899 | 3 | Gene | gene | GBP
36162807 | @DISEASE_Sarcopenia | Sarcopenia | 3005 | 10 | Disease | disease | sarcopenia
36188600 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 94 | 17 | Disease | disease | neurodegeneration
36188600 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 190 | 17 | Disease | disease | neurodegeneration
36188600 | @DISEASE_Thoracic_Outlet_Syndrome | Thoracic Outlet Syndrome | 330 | 31 | Disease | disease | neurovascular unit degeneration
36188600 | @DISEASE_Thoracic_Outlet_Syndrome | Thoracic Outlet Syndrome | 363 | 3 | Disease | disease | NVU
36188600 | @CHEMICAL_alpha_hydroxyglutarate | alpha-hydroxyglutarate | 1074 | 18 | Chemical | chemical | 2-Hydroxyglutarate
36188600 | @CHEMICAL_alpha_ketobutyric_acid | alpha-ketobutyric acid | 1094 | 18 | Chemical | chemical | 2-Ketobutyric acid
36188600 | @CHEMICAL_3_Hydroxyanthranilic_Acid | 3-Hydroxyanthranilic Acid | 1114 | 25 | Chemical | chemical | 3-Hydroxyanthranilic acid
36188600 | @CHEMICAL_fumaric_acid | fumaric acid | 1141 | 12 | Chemical | chemical | Fumaric acid
36188600 | @CHEMICAL_Leucine | Leucine | 1155 | 9 | Chemical | chemical | L-Leucine
36188600 | @CHEMICAL_Glutathione_Disulfide | Glutathione Disulfide | 1170 | 20 | Chemical | chemical | Oxidized glutathione
36188600 | @GENE_ECHS1 | Echs1 | 1275 | 5 | Gene | gene | ECHS1
36188600 | @GENE_GSTT1 | Gstt1 | 1282 | 5 | Gene | gene | GSTT1
36188600 | @GENE_HSD17B10 | Hsd17b10 | 1289 | 8 | Gene | gene | HSD17B10
36188600 | @GENE_LDHA | Ldha | 1299 | 4 | Gene | gene | LDHA
36188600 | @GENE_LDHB | Ldhb | 1309 | 4 | Gene | gene | LDHB
36188600 | @CHEMICAL_Glutathione_Disulfide | Glutathione Disulfide | 1363 | 20 | Chemical | chemical | oxidized glutathione
36188600 | @CHEMICAL_Glutathione_Disulfide | Glutathione Disulfide | 1385 | 4 | Chemical | chemical | GSSG
36188600 | @CHEMICAL_Glutathione_Disulfide | Glutathione Disulfide | 1474 | 4 | Chemical | chemical | GSSG
36188600 | @CHEMICAL_Glutathione_Disulfide | Glutathione Disulfide | 1613 | 4 | Chemical | chemical | GSSG
36188600 | @DISEASE_Thoracic_Outlet_Syndrome | Thoracic Outlet Syndrome | 1719 | 3 | Disease | disease | NVU
36188600 | @CHEMICAL_Glutathione_Disulfide | Glutathione Disulfide | 1737 | 4 | Chemical | chemical | GSSG
36188600 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 1791 | 26 | Disease | disease | neurodegenerative diseases
36188600 | @DISEASE_Thoracic_Outlet_Syndrome | Thoracic Outlet Syndrome | 1891 | 3 | Disease | disease | NVU
36304450 | @CHEMICAL_Potassium | Potassium | 439 | 9 | Chemical | chemical | potassium
36304450 | @GENE_ANK1 | ANK1 | 814 | 4 | Gene | gene | Ank1
36304450 | @GENE_RUNX2 | RUNX2 | 820 | 5 | Gene | gene | Runx2
36304450 | @GENE_HMGA2 | HMGA2 | 827 | 5 | Gene | gene | Hmga2
36304450 | @GENE_KLF1 | KLF1 | 834 | 4 | Gene | gene | Klf1
36304450 | @GENE_NFIA | NFIA | 840 | 4 | Gene | gene | Nfia
36304450 | @GENE_BMYC | Bmyc | 850 | 4 | Gene | gene | Bmyc
36304450 | @GENE_GFI1 | GFI1 | 918 | 4 | Gene | gene | Gfi1
36304450 | @GENE_HMGN2 | HMGN2 | 927 | 5 | Gene | gene | Hmgn2
36304450 | @GENE_FOXO1 | FOXO1 | 1043 | 5 | Gene | gene | Foxo1
36304450 | @GENE_CDKN2D | CDKN2D | 1050 | 6 | Gene | gene | Cdkn2d
36304450 | @GENE_FOXO3 | FOXO3 | 1058 | 5 | Gene | gene | Foxo3
36304450 | @GENE_EP300 | EP300 | 1065 | 5 | Gene | gene | Ep300
36304450 | @GENE_PIAS1 | PIAS1 | 1072 | 5 | Gene | gene | Pias1
36304450 | @GENE_NFKB1 | NFKB1 | 1079 | 5 | Gene | gene | Nfkb1
36304450 | @GENE_CREB1 | CREB1 | 1086 | 5 | Gene | gene | Creb1
36304450 | @GENE_BCL6 | BCL6 | 1093 | 4 | Gene | gene | Bcl6
36304450 | @GENE_PPP3CB | PPP3CB | 1099 | 6 | Gene | gene | Ppp3cb
36304450 | @GENE_STAT5B | STAT5B | 1107 | 6 | Gene | gene | Stat5b
36304450 | @GENE_NFATC4 | Nfatc4 | 1115 | 6 | Gene | gene | Nfatc4
36304450 | @GENE_MEF2A | MEF2A | 1123 | 5 | Gene | gene | Mef2a
36304450 | @GENE_STAT6 | STAT6 | 1130 | 5 | Gene | gene | Stat6
36304450 | @GENE_IFNAR2 | IFNAR2 | 1137 | 6 | Gene | gene | Ifnar2
36304450 | @GENE_IRF7 | IRF7 | 1145 | 4 | Gene | gene | Irf7
36304450 | @GENE_IRF5 | IRF5 | 1151 | 4 | Gene | gene | Irf5
36304450 | @GENE_CEBPB | CEBPB | 1161 | 5 | Gene | gene | Cebpb
36304450 | @CHEMICAL_Glucose | Glucose | 1318 | 7 | Chemical | chemical | glucose
36304450 | @CHEMICAL_Lipids | Lipids | 1327 | 5 | Chemical | chemical | lipid
36304450 | @CHEMICAL_Tricarboxylic_Acids | Tricarboxylic Acids | 1402 | 3 | Chemical | chemical | TCA
36304450 | @CHEMICAL_Pentosephosphates | Pentosephosphates | 1499 | 17 | Chemical | chemical | pentose phosphate
36304450 | @CHEMICAL_Tricarboxylic_Acids | Tricarboxylic Acids | 1526 | 3 | Chemical | chemical | TCA
36304450 | @CHEMICAL_Histidine | Histidine | 1537 | 9 | Chemical | chemical | histidine
36304450 | @CHEMICAL_purine | purine | 1563 | 6 | Chemical | chemical | purine
36304450 | @CHEMICAL_Tricarboxylic_Acids | Tricarboxylic Acids | 1609 | 18 | Chemical | chemical | tricarboxylic acid
36304450 | @CHEMICAL_Tricarboxylic_Acids | Tricarboxylic Acids | 1629 | 3 | Chemical | chemical | TCA
36557946 | @DISEASE_Inflammation | Inflammation | 37 | 12 | Disease | disease | Inflammatory
36557946 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 101 | 3 | Chemical | chemical | LPS
36557946 | @DISEASE_Inflammation | Inflammation | 114 | 12 | Disease | disease | Inflammation
36557946 | @DISEASE_Inflammation | Inflammation | 216 | 12 | Disease | disease | inflammatory
36557946 | @CHEMICAL_Oligopeptides | Oligopeptides | 238 | 12 | Chemical | chemical | oligopeptide
36557946 | @GENE_LGALS1 | LGALS1 | 269 | 3 | Gene | gene | GBP
36557946 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 291 | 3 | Chemical | chemical | LPS
36557946 | @DISEASE_Inflammation | Inflammation | 304 | 12 | Disease | disease | inflammation
36557946 | @GENE_LGALS1 | LGALS1 | 387 | 3 | Gene | gene | GBP
36557946 | @CHEMICAL_Oligopeptides | Oligopeptides | 729 | 12 | Chemical | chemical | oligopeptide
36557946 | @DISEASE_Inflammation | Inflammation | 761 | 12 | Disease | disease | inflammatory
36557946 | @DISEASE_Inflammation | Inflammation | 1034 | 12 | Disease | disease | inflammatory
36557946 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1153 | 3 | Chemical | chemical | LPS
36557946 | @DISEASE_Inflammation | Inflammation | 1166 | 12 | Disease | disease | inflammation
36557946 | @GENE_TLR4 | TLR4 | 1225 | 4 | Gene | gene | TLR4
36557946 | @GENE_ISYNA1 | ISYNA1 | 1236 | 4 | Gene | gene | iNOS
36557946 | @DISEASE_Inflammation | Inflammation | 1308 | 12 | Disease | disease | inflammatory
36557946 | @GENE_KEAP1 | KEAP1 | 1407 | 6 | Gene | gene | Keap-1
36557946 | @GENE_NFE2L2 | NFE2L2 | 1414 | 4 | Gene | gene | NRF2
36557946 | @GENE_HMOX1 | HMOX1 | 1419 | 4 | Gene | gene | HO-1
36557946 | @GENE_LGALS1 | LGALS1 | 1544 | 3 | Gene | gene | GBP
36557946 | @DISEASE_Inflammation | Inflammation | 1627 | 12 | Disease | disease | inflammation
36557946 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1652 | 3 | Chemical | chemical | LPS
36557946 | @DISEASE_Inflammation | Inflammation | 1724 | 12 | Disease | disease | inflammation
36709579 | @DISEASE_Meningitis_Bacterial | Meningitis Bacterial | 79 | 20 | Disease | disease | bacterial meningitis
36709579 | @DISEASE_Meningitis_Bacterial | Meningitis Bacterial | 200 | 20 | Disease | disease | bacterial meningitis
36709579 | @DISEASE_Meningitis_Bacterial | Meningitis Bacterial | 353 | 29 | Disease | disease | bacterial neonatal meningitis
36709579 | @DISEASE_Infant_Newborn_Diseases | Infant Newborn Diseases | 516 | 19 | Disease | disease | neonatal meningitis
36709579 | @DISEASE_Infections | Infections | 630 | 15 | Disease | disease | brain infection
36709579 | @CHEMICAL_poly_N_acetyl_1_6_glucosamine | poly-N-acetyl-1-6-glucosamine | 945 | 36 | Chemical | chemical | Poly-beta-(1-6)-N-Acetyl Glucosamine
36709579 | @DISEASE_Meningism | Meningism | 1190 | 10 | Disease | disease | meningitis
36709579 | @DISEASE_Meningitis_Bacterial | Meningitis Bacterial | 1538 | 29 | Disease | disease | bacterial neonatal meningitis
36709579 | @DISEASE_Infant_Newborn_Diseases | Infant Newborn Diseases | 1631 | 19 | Disease | disease | neonatal meningitis
36709579 | @DISEASE_Bacterial_Infections | Bacterial Infections | 2046 | 20 | Disease | disease | bacterial infections
36723217 | @DISEASE_Neoplasms | Neoplasms | 296 | 5 | Disease | disease | tumor
36723217 | @DISEASE_Cardiovascular_Diseases | Cardiovascular Diseases | 306 | 23 | Disease | disease | cardiovascular diseases
36723217 | @CHEMICAL_ferric_oxide | ferric oxide | 729 | 10 | Chemical | chemical | iron oxide
36723217 | @CHEMICAL_ferric_oxide | ferric oxide | 774 | 10 | Chemical | chemical | iron oxide
36723217 | @CHEMICAL_Technetium | Technetium | 1372 | 5 | Chemical | chemical | 99mTc
36723217 | @CHEMICAL_ferric_oxide | ferric oxide | 1545 | 5 | Chemical | chemical | Fe3O4
36744765 | @GENE_GBP2B | Gbp2b | 6 | 27 | Gene | gene | guanylate-binding protein 1
36744765 | @DISEASE_Infections | Infections | 198 | 9 | Disease | disease | infection
36744765 | @DISEASE_Influenza_Human | Influenza Human | 213 | 9 | Disease | disease | influenza
36744765 | @GENE_GBP2B | Gbp2b | 657 | 4 | Gene | gene | GBP1
36744765 | @GENE_IFNA | Ifna | 772 | 8 | Gene | gene | IFNalpha
36744765 | @DISEASE_Infections | Infections | 784 | 9 | Disease | disease | infection
36744765 | @CHEMICAL_Doxycycline | Doxycycline | 830 | 11 | Chemical | chemical | doxycycline
36744765 | @GENE_MX1 | Mx1 | 872 | 3 | Gene | gene | Mx1
36744765 | @DISEASE_Influenza_Human | Influenza Human | 935 | 13 | Disease | disease | IAV infection
36744765 | @GENE_DFNA34 | DFNA34 | 1174 | 5 | Gene | gene | NLRP3
36744765 | @GENE_NLRP3 | Nlrp3 | 1181 | 36 | Gene | gene | NLR family pyrin domain containing 3
36744765 | @DISEASE_Influenza_Human | Influenza Human | 1261 | 13 | Disease | disease | IAV infection
36744765 | @DISEASE_Inflammation | Inflammation | 1354 | 12 | Disease | disease | inflammatory
36744765 | @DISEASE_Infections | Infections | 1399 | 9 | Disease | disease | infection
36744765 | @DISEASE_Infections | Infections | 1517 | 9 | Disease | disease | infection
36744765 | @DISEASE_Influenza_Human | Influenza Human | 1606 | 13 | Disease | disease | IAV infection
36769182 | @GENE_ESX1 | Esx1 | 107 | 4 | Gene | gene | ESX1
36769182 | @GENE_IFNG | Ifng | 449 | 8 | Gene | gene | IFNgamma
36769182 | @GENE_IFNG | Ifng | 483 | 8 | Gene | gene | IFNgamma
36769182 | @DISEASE_Tuberculosis | Tuberculosis | 579 | 13 | Disease | disease | Mtb infection
36769182 | @GENE_IFNG | Ifng | 636 | 8 | Gene | gene | IFNgamma
36769182 | @GENE_IFNG | Ifng | 732 | 8 | Gene | gene | IFNgamma
36769182 | @DISEASE_Mycobacterium_Infections_Nontuberculous | Mycobacterium Infections Nontuberculous | 1097 | 23 | Disease | disease | Mycobacterial infection
36769182 | @DISEASE_Infections | Infections | 1298 | 9 | Disease | disease | infection
36769182 | @GENE_ESX1 | Esx1 | 1437 | 4 | Gene | gene | ESX1
36769182 | @GENE_ESX1 | Esx1 | 1508 | 4 | Gene | gene | ESX1
36769182 | @GENE_LGALS3 | Lgals3 | 1562 | 3 | Gene | gene | GBP
36769182 | @GENE_ESX1 | Esx1 | 1710 | 4 | Gene | gene | ESX1
36769182 | @GENE_LGALS3 | Lgals3 | 1750 | 3 | Gene | gene | GBP
36905375 | @CHEMICAL_palmidrol | palmidrol | 0 | 23 | Chemical | chemical | N-palmitoylethanolamide
36905375 | @CHEMICAL_Morphine | Morphine | 58 | 8 | Chemical | chemical | morphine
36905375 | @CHEMICAL_Gabapentin | Gabapentin | 71 | 10 | Chemical | chemical | gabapentin
36905375 | @CHEMICAL_Formaldehyde | Formaldehyde | 89 | 8 | Chemical | chemical | formalin
36905375 | @CHEMICAL_palmidrol | palmidrol | 179 | 23 | Chemical | chemical | N-palmitoylethanolamide
36905375 | @CHEMICAL_palmidrol | palmidrol | 204 | 3 | Chemical | chemical | PEA
36905375 | @CHEMICAL_Morphine | Morphine | 213 | 8 | Chemical | chemical | morphine
36905375 | @CHEMICAL_Morphine | Morphine | 223 | 3 | Chemical | chemical | MOR
36905375 | @CHEMICAL_Gabapentin | Gabapentin | 240 | 10 | Chemical | chemical | gabapentin
36905375 | @CHEMICAL_Gabapentin | Gabapentin | 252 | 3 | Chemical | chemical | GBP
36905375 | @CHEMICAL_palmidrol | palmidrol | 410 | 3 | Chemical | chemical | PEA
36905375 | @CHEMICAL_Morphine | Morphine | 416 | 3 | Chemical | chemical | MOR
36905375 | @CHEMICAL_palmidrol | palmidrol | 423 | 3 | Chemical | chemical | PEA
36905375 | @CHEMICAL_Gabapentin | Gabapentin | 429 | 3 | Chemical | chemical | GBP
36905375 | @CHEMICAL_palmidrol | palmidrol | 511 | 3 | Chemical | chemical | PEA
36905375 | @CHEMICAL_Morphine | Morphine | 516 | 3 | Chemical | chemical | MOR
36905375 | @CHEMICAL_Gabapentin | Gabapentin | 524 | 3 | Chemical | chemical | GBP
36905375 | @CHEMICAL_Formaldehyde | Formaldehyde | 612 | 8 | Chemical | chemical | formalin
36905375 | @CHEMICAL_palmidrol | palmidrol | 717 | 3 | Chemical | chemical | PEA
36905375 | @CHEMICAL_Morphine | Morphine | 723 | 3 | Chemical | chemical | MOR
36905375 | @CHEMICAL_palmidrol | palmidrol | 730 | 3 | Chemical | chemical | PEA
36905375 | @CHEMICAL_Gabapentin | Gabapentin | 736 | 3 | Chemical | chemical | GBP
36905375 | @CHEMICAL_Morphine | Morphine | 818 | 3 | Chemical | chemical | MOR
36905375 | @CHEMICAL_palmidrol | palmidrol | 824 | 3 | Chemical | chemical | PEA
36905375 | @CHEMICAL_Gabapentin | Gabapentin | 830 | 3 | Chemical | chemical | GBP
36905375 | @CHEMICAL_palmidrol | palmidrol | 975 | 3 | Chemical | chemical | PEA
36905375 | @CHEMICAL_Morphine | Morphine | 981 | 3 | Chemical | chemical | MOR
36905375 | @CHEMICAL_palmidrol | palmidrol | 1017 | 3 | Chemical | chemical | PEA
36905375 | @CHEMICAL_Gabapentin | Gabapentin | 1023 | 3 | Chemical | chemical | GBP
36905375 | @CHEMICAL_palmidrol | palmidrol | 1118 | 3 | Chemical | chemical | PEA
36905375 | @CHEMICAL_Morphine | Morphine | 1124 | 3 | Chemical | chemical | MOR
36905375 | @CHEMICAL_palmidrol | palmidrol | 1152 | 3 | Chemical | chemical | PEA
36905375 | @CHEMICAL_Gabapentin | Gabapentin | 1158 | 3 | Chemical | chemical | GBP
36905375 | @CHEMICAL_GW_6471 | GW 6471 | 1253 | 6 | Chemical | chemical | GW6471
36905375 | @CHEMICAL_Naloxone | Naloxone | 1264 | 8 | Chemical | chemical | naloxone
36905375 | @GENE_PPARA | Ppara | 1291 | 48 | Gene | gene | peroxisome proliferator-activated receptor alpha
36905375 | @GENE_PPARA | Ppara | 1341 | 9 | Gene | gene | PPARalpha
36905375 | @CHEMICAL_Morphine | Morphine | 1448 | 3 | Chemical | chemical | MOR
36905375 | @CHEMICAL_Gabapentin | Gabapentin | 1456 | 3 | Chemical | chemical | GBP
36905375 | @CHEMICAL_palmidrol | palmidrol | 1484 | 3 | Chemical | chemical | PEA
36905375 | @GENE_PPARA | Ppara | 1520 | 9 | Gene | gene | PPARalpha
36905375 | @CHEMICAL_palmidrol | palmidrol | 1624 | 3 | Chemical | chemical | PEA
36905375 | @CHEMICAL_Morphine | Morphine | 1633 | 3 | Chemical | chemical | MOR
36905375 | @CHEMICAL_Gabapentin | Gabapentin | 1640 | 3 | Chemical | chemical | GBP
36905375 | @DISEASE_Inflammation | Inflammation | 1692 | 12 | Disease | disease | inflammatory
36905375 | @DISEASE_Pain | Pain | 1705 | 4 | Disease | disease | pain
37052473 | @GENE_CAPRIN1 | CAPRIN1 | 0 | 7 | Gene | gene | CAPRIN1
37052473 | @GENE_IFNG | IFNG | 66 | 16 | Gene | gene | Interferon Gamma
37052473 | @GENE_IFNA1 | IFNA1 | 344 | 10 | Gene | gene | interferon
37052473 | @GENE_IFNA1 | IFNA1 | 356 | 3 | Gene | gene | IFN
37052473 | @DISEASE_RNA_Virus_Infections | RNA Virus Infections | 634 | 9 | Disease | disease | RNA virus
37052473 | @GENE_GBP1 | GBP1 | 662 | 27 | Gene | gene | guanylate binding protein 1
37052473 | @GENE_GBP1 | GBP1 | 691 | 4 | Gene | gene | GBP1
37052473 | @GENE_ATG16L1 | ATG16L1 | 776 | 7 | Gene | gene | ATG16L1
37052473 | @GENE_MAP1LC3A | MAP1LC3A | 797 | 3 | Gene | gene | LC3
37052473 | @GENE_CAPRIN1 | CAPRIN1 | 846 | 7 | Gene | gene | CAPRIN1
37052473 | @GENE_IFNG | IFNG | 864 | 9 | Gene | gene | IFN gamma
37052473 | @GENE_CAPRIN1 | CAPRIN1 | 927 | 7 | Gene | gene | CAPRIN1
37052473 | @DISEASE_RNA_Virus_Infections | RNA Virus Infections | 1086 | 9 | Disease | disease | RNA virus
37052473 | @DISEASE_RNA_Virus_Infections | RNA Virus Infections | 1187 | 9 | Disease | disease | RNA virus
37052473 | @GENE_IFNG | IFNG | 1280 | 16 | Gene | gene | interferon gamma
37052473 | @GENE_IFNG | IFNG | 1298 | 4 | Gene | gene | IFNG
37052473 | @GENE_ATG16L1 | ATG16L1 | 1456 | 7 | Gene | gene | ATG16L1
37052473 | @GENE_GBP1 | GBP1 | 1605 | 4 | Gene | gene | GBP1
37052473 | @GENE_LGALS1 | LGALS1 | 1622 | 3 | Gene | gene | GBP
37052473 | @GENE_CAPRIN1 | CAPRIN1 | 1677 | 7 | Gene | gene | CAPRIN1
37052473 | @GENE_ATG16L1 | ATG16L1 | 1699 | 7 | Gene | gene | ATG16L1
37393345 | @GENE_ROCK2 | ROCK2 | 15 | 31 | Gene | gene | Rho-associated protein kinase 2
37393345 | @DISEASE_Asthma | Asthma | 99 | 15 | Disease | disease | Allergic asthma
37393345 | @DISEASE_Asthma | Asthma | 559 | 15 | Disease | disease | allergic asthma
37393345 | @DISEASE_Inflammation | Inflammation | 672 | 19 | Disease | disease | airway inflammation
37393345 | @DISEASE_Bronchial_Hyperreactivity | Bronchial Hyperreactivity | 721 | 15 | Disease | disease | hyperreactivity
37393345 | @GENE_IL13 | IL13 | 742 | 5 | Gene | gene | IL-13
37393345 | @GENE_ROCK2 | ROCK2 | 861 | 5 | Gene | gene | ROCK2
37393345 | @GENE_RHOA | RHOA | 963 | 4 | Gene | gene | RhoA
37393345 | @GENE_PIAS1 | PIAS1 | 986 | 5 | Gene | gene | PIAS1
37393345 | @GENE_PIAS1 | PIAS1 | 1059 | 5 | Gene | gene | PIAS1
37393345 | @GENE_ROCK2 | ROCK2 | 1100 | 5 | Gene | gene | ROCK2
37393345 | @GENE_IL13 | IL13 | 1119 | 5 | Gene | gene | IL-13
37393345 | @GENE_ROCK2 | ROCK2 | 1194 | 5 | Gene | gene | ROCK2
37393345 | @VARIANT_p.K1007R_ROCK2_human | p.K1007R | 1200 | 6 | Variant | variant | K1007R
37393345 | @GENE_ROCK2 | ROCK2 | 1233 | 5 | Gene | gene | ROCK2
37393345 | @DISEASE_Inflammation | Inflammation | 1278 | 19 | Disease | disease | airway inflammation
37393345 | @DISEASE_Bronchial_Hyperreactivity | Bronchial Hyperreactivity | 1327 | 15 | Disease | disease | hyperreactivity
37393345 | @GENE_IL13 | IL13 | 1348 | 5 | Gene | gene | IL-13
37393345 | @GENE_ROCK2 | ROCK2 | 1417 | 5 | Gene | gene | ROCK2
37393345 | @DISEASE_Asthma | Asthma | 1526 | 6 | Disease | disease | asthma
37481182 | @CHEMICAL_Dextran_Sulfate | Dextran Sulfate | 85 | 22 | Chemical | chemical | dextran sulfate sodium
37481182 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 116 | 26 | Disease | disease | inflammatory bowel disease
37481182 | @DISEASE_Metabolic_Diseases | Metabolic Diseases | 204 | 19 | Disease | disease | metabolic disorders
37481182 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 225 | 26 | Disease | disease | Inflammatory bowel disease
37481182 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 253 | 3 | Disease | disease | IBD
37481182 | @DISEASE_Gastrointestinal_Diseases | Gastrointestinal Diseases | 271 | 37 | Disease | disease | inflammatory gastrointestinal disease
37481182 | @DISEASE_Inflammation | Inflammation | 560 | 12 | Disease | disease | inflammatory
37481182 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 604 | 3 | Disease | disease | IBD
37481182 | @CHEMICAL_Dextran_Sulfate | Dextran Sulfate | 782 | 22 | Chemical | chemical | dextran sulfate sodium
37481182 | @CHEMICAL_Dextran_Sulfate | Dextran Sulfate | 806 | 3 | Chemical | chemical | DSS
37481182 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 819 | 3 | Disease | disease | IBD
37481182 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 886 | 3 | Disease | disease | IBD
37481182 | @DISEASE_Inflammation | Inflammation | 1042 | 12 | Disease | disease | inflammatory
37481182 | @CHEMICAL_Tryptophan | Tryptophan | 1414 | 10 | Chemical | chemical | tryptophan
37481182 | @CHEMICAL_Cysteine | Cysteine | 1429 | 8 | Chemical | chemical | cysteine
37481182 | @CHEMICAL_Vitamin_B_6 | Vitamin B 6 | 1439 | 10 | Chemical | chemical | vitamin B6
37481182 | @CHEMICAL_Steroids | Steroids | 1465 | 15 | Chemical | chemical | steroid hormone
37481182 | @DISEASE_Inflammatory_Bowel_Diseases | Inflammatory Bowel Diseases | 1639 | 3 | Disease | disease | IBD
37532089 | @GENE_PIAS1 | Pias1 | 0 | 5 | Gene | gene | PIAS1
37532089 | @CHEMICAL_Ceruletide | Ceruletide | 46 | 8 | Chemical | chemical | Cerulein
37532089 | @DISEASE_Pancreatitis | Pancreatitis | 63 | 18 | Disease | disease | acute pancreatitis
37532089 | @GENE_FTO | Fto | 86 | 3 | Gene | gene | FTO
37532089 | @GENE_FOXA2 | Foxa2 | 133 | 5 | Gene | gene | Foxa2
37532089 | @GENE_PIAS1 | Pias1 | 207 | 5 | Gene | gene | PIAS1
37532089 | @DISEASE_Pancreatitis | Pancreatitis | 221 | 18 | Disease | disease | acute pancreatitis
37532089 | @DISEASE_Pancreatitis | Pancreatitis | 241 | 2 | Disease | disease | AP
37532089 | @GENE_PIAS1 | Pias1 | 255 | 5 | Gene | gene | PIAS1
37532089 | @GENE_FOXA2 | Foxa2 | 262 | 5 | Gene | gene | Foxa2
37532089 | @GENE_FTO | Fto | 273 | 3 | Gene | gene | FTO
37532089 | @CHEMICAL_Ceruletide | Ceruletide | 304 | 8 | Chemical | chemical | Cerulein
37532089 | @CHEMICAL_Ceruletide | Ceruletide | 381 | 8 | Chemical | chemical | Cerulein
37532089 | @GENE_PIAS1 | Pias1 | 476 | 5 | Gene | gene | PIAS1
37532089 | @GENE_FOXA2 | Foxa2 | 483 | 5 | Gene | gene | Foxa2
37532089 | @GENE_FTO | Fto | 494 | 3 | Gene | gene | FTO
37532089 | @CHEMICAL_Ceruletide | Ceruletide | 593 | 8 | Chemical | chemical | Cerulein
37532089 | @DISEASE_Pancreatitis | Pancreatitis | 610 | 2 | Disease | disease | AP
37532089 | @GENE_PIAS1 | Pias1 | 636 | 5 | Gene | gene | PIAS1
37532089 | @GENE_FOXA2 | Foxa2 | 646 | 5 | Gene | gene | Foxa2
37532089 | @GENE_FTO | Fto | 661 | 3 | Gene | gene | FTO
37532089 | @CHEMICAL_Ceruletide | Ceruletide | 666 | 8 | Chemical | chemical | Cerulein
37532089 | @DISEASE_Pancreatitis | Pancreatitis | 683 | 17 | Disease | disease | pancreatic injury
37532089 | @DISEASE_Inflammation | Inflammation | 713 | 12 | Disease | disease | inflammation
37532089 | @GENE_PIAS1 | Pias1 | 797 | 5 | Gene | gene | PIAS1
