36232721 | @DISEASE_Liver_Failure | Liver Failure | 9 | 21 | Disease | disease | and Liver Homeostasis
38198032 | @GENE_IL6ST | IL6ST | 412 | 5 | Gene | gene | GP130
38198032 | @GENE_OSMR | Osmr | 433 | 12 | Gene | gene | OSM receptor
38198032 | @GENE_OSMR | Osmr | 447 | 4 | Gene | gene | OSMR
38198032 | @GENE_LIFR | Lifr | 458 | 35 | Gene | gene | leukemia inhibitory factor receptor
38198032 | @GENE_LIFR | LIFR | 495 | 4 | Gene | gene | LIFR
38198032 | @GENE_OSMR | Osmr | 502 | 4 | Gene | gene | OSMR
38198032 | @GENE_OSMR | Osmr | 605 | 4 | Gene | gene | Osmr
38198032 | @GENE_OSMR | OSMR | 691 | 4 | Gene | gene | OSMR
38198032 | @GENE_OSMR | Osmr | 804 | 4 | Gene | gene | OSMR
38198032 | @GENE_SHC1 | Shc1 | 826 | 4 | Gene | gene | SHC1
38198032 | @GENE_STAT3 | Stat3 | 847 | 5 | Gene | gene | STAT3
38198032 | @GENE_LIFR | Lifr | 992 | 4 | Gene | gene | LIFR
38198032 | @DISEASE_Ossification_Heterotopic | Ossification Heterotopic | 1053 | 36 | Disease | disease | neurogenic heterotopic ossifications
38198032 | @DISEASE_Spinal_Cord_Injuries | Spinal Cord Injuries | 1126 | 18 | Disease | disease | spinal cord injury
38198032 | @GENE_OSMR | OSMR | 1280 | 4 | Gene | gene | OSMR
38198032 | @GENE_CSF3 | CSF3 | 1469 | 5 | Gene | gene | G-CSF
38198032 | @GENE_CXCR4 | CXCR4 | 1479 | 5 | Gene | gene | CXCR4
38198032 | @CHEMICAL_plerixafor | plerixafor | 1496 | 10 | Chemical | chemical | plerixafor
38198032 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 1662 | 8 | Disease | disease | diabetes
38198032 | @GENE_OSMR | OSMR | 1680 | 4 | Gene | gene | OSMR
38198032 | @DISEASE_Neoplasms | Neoplasms | 1745 | 7 | Disease | disease | cancers
38198032 | @DISEASE_Inflammation | Inflammation | 1904 | 12 | Disease | disease | inflammation
38198032 | @DISEASE_Bone_Diseases | Bone Diseases | 1980 | 16 | Disease | disease | bone pathologies
38198032 | @DISEASE_Ossification_Heterotopic | Ossification Heterotopic | 2039 | 25 | Disease | disease | heterotopic ossifications
38198032 | @DISEASE_Inflammation | Inflammation | 2150 | 12 | Disease | disease | inflammatory
38203690 | @GENE_CXCR4 | CXCR4 | 60 | 5 | Gene | gene | CXCR4
38203690 | @GENE_IL10 | Il10 | 70 | 5 | Gene | gene | IL-10
38203690 | @DISEASE_Peritonitis | Peritonitis | 122 | 11 | Disease | disease | Peritonitis
38203690 | @DISEASE_Sepsis | Sepsis | 135 | 6 | Disease | disease | Sepsis
38203690 | @DISEASE_Peritonitis | Peritonitis | 149 | 11 | Disease | disease | peritonitis
38203690 | @DISEASE_Inflammation | Inflammation | 193 | 12 | Disease | disease | inflammatory
38203690 | @DISEASE_Peritonitis | Peritonitis | 408 | 11 | Disease | disease | peritonitis
38203690 | @GENE_CXCR4 | CXCR4 | 598 | 5 | Gene | gene | CXCR4
38203690 | @DISEASE_Inflammation | Inflammation | 628 | 12 | Disease | disease | inflammatory
38203690 | @GENE_IL10 | Il10 | 651 | 5 | Gene | gene | IL-10
38203690 | @DISEASE_Inflammation | Inflammation | 691 | 12 | Disease | disease | inflammation
38203690 | @GENE_CXCR4 | CXCR4 | 882 | 5 | Gene | gene | CXCR4
38203690 | @GENE_IL10 | Il10 | 892 | 5 | Gene | gene | IL-10
38203690 | @DISEASE_Inflammation | Inflammation | 959 | 12 | Disease | disease | inflammatory
38203690 | @DISEASE_Sepsis | Sepsis | 985 | 6 | Disease | disease | sepsis
38203690 | @DISEASE_Peritonitis | Peritonitis | 1294 | 11 | Disease | disease | peritonitis
38212005 | @GENE_CXCL12 | Cxcl12 | 25 | 6 | Gene | gene | CXCL12
38212005 | @GENE_CXCR4 | Cxcr4 | 32 | 5 | Gene | gene | CXCR4
38212005 | @CHEMICAL_Glutamic_Acid | Glutamic Acid | 58 | 9 | Chemical | chemical | glutamate
38212005 | @DISEASE_Cognition_Disorders | Cognition Disorders | 88 | 17 | Disease | disease | cognitive decline
38212005 | @CHEMICAL_Galactose | Galactose | 292 | 11 | Chemical | chemical | D-galactose
38212005 | @DISEASE_Cognition_Disorders | Cognition Disorders | 440 | 17 | Disease | disease | cognitive decline
38212005 | @CHEMICAL_Donepezil | Donepezil | 510 | 9 | Chemical | chemical | donepezil
38212005 | @CHEMICAL_Galactose | Galactose | 686 | 11 | Chemical | chemical | D-galactose
38212005 | @CHEMICAL_Hematoxylin | Hematoxylin | 945 | 11 | Chemical | chemical | Hematoxylin
38212005 | @GENE_AIF1 | Aif1 | 1129 | 42 | Gene | gene | ionized calcium-binding adapter molecule 1
38212005 | @GENE_IBA1 | Iba1 | 1172 | 4 | Gene | gene | IBA1
38212005 | @GENE_GFAP | Gfap | 1179 | 31 | Gene | gene | glial fibrillary acidic protein
38212005 | @GENE_GFAP | Gfap | 1211 | 4 | Gene | gene | GFAP
38212005 | @GENE_CXCL12 | Cxcl12 | 1218 | 31 | Gene | gene | chemokine C-X-C-motif ligand 12
38212005 | @GENE_CXCL12 | Cxcl12 | 1250 | 6 | Gene | gene | CXCL12
38212005 | @GENE_CXCR4 | Cxcr4 | 1259 | 32 | Gene | gene | chemokine C-X-C-motif receptor 4
38212005 | @GENE_CXCR4 | Cxcr4 | 1292 | 5 | Gene | gene | CXCR4
38212005 | @GENE_IBA1 | Iba1 | 1366 | 4 | Gene | gene | IBA1
38212005 | @GENE_GFAP | Gfap | 1372 | 4 | Gene | gene | GFAP
38212005 | @GENE_CXCR4 | Cxcr4 | 1382 | 5 | Gene | gene | CXCR4
38212005 | @GENE_MAPK1 | Mapk1 | 1481 | 3 | Gene | gene | ERK
38212005 | @GENE_MAPK1 | Mapk1 | 1489 | 3 | Gene | gene | ERK
38212005 | @GENE_TNFRSF1A | Tnfrsf1a | 1498 | 32 | Gene | gene | tumor necrosis factor receptor 1
38212005 | @GENE_TNFRSF1A | Tnfrsf1a | 1531 | 5 | Gene | gene | TNFR1
38212005 | @CHEMICAL_Glutamic_Acid | Glutamic Acid | 1611 | 9 | Chemical | chemical | glutamate
38212005 | @GENE_TNF | Tnf | 1625 | 21 | Gene | gene | tumor necrosis factor
38212005 | @GENE_TNF | Tnf | 1647 | 9 | Gene | gene | TNF-alpha
38212005 | @GENE_TNF | Tnf | 1695 | 9 | Gene | gene | TNF-alpha
38212005 | @DISEASE_Jensen_syndrome | Jensen syndrome | 1912 | 5 | Disease | disease | nerve
38212005 | @DISEASE_Death | Death | 1979 | 21 | Disease | disease | degeneration or death
38212005 | @DISEASE_Jensen_syndrome | Jensen syndrome | 2067 | 5 | Disease | disease | nerve
38212005 | @GENE_IBA1 | Iba1 | 2127 | 4 | Gene | gene | IBA1
38212005 | @GENE_GFAP | Gfap | 2136 | 4 | Gene | gene | GFAP
38212005 | @GENE_TNF | Tnf | 2164 | 9 | Gene | gene | TNF-alpha
38212005 | @GENE_CXCL12 | Cxcl12 | 2317 | 6 | Gene | gene | CXCL12
38212005 | @GENE_CXCR4 | Cxcr4 | 2328 | 5 | Gene | gene | CXCR4
38212005 | @GENE_CXCR4 | Cxcr4 | 2343 | 5 | Gene | gene | CXCR4
38212005 | @GENE_MAPK1 | Mapk1 | 2423 | 3 | Gene | gene | ERK
38212005 | @GENE_MAPK1 | Mapk1 | 2427 | 3 | Gene | gene | ERK
38212005 | @GENE_TNFRSF1A | Tnfrsf1a | 2435 | 5 | Gene | gene | TNFR1
38212005 | @CHEMICAL_Glutamic_Acid | Glutamic Acid | 2467 | 9 | Chemical | chemical | glutamate
38212005 | @DISEASE_Learning_Disabilities | Learning Disabilities | 2587 | 27 | Disease | disease | learning and memory decline
38212005 | @CHEMICAL_Galactose | Galactose | 2622 | 11 | Chemical | chemical | D-galactose
38212005 | @GENE_CXCL12 | Cxcl12 | 2709 | 6 | Gene | gene | CXCL12
38212005 | @GENE_CXCR4 | Cxcr4 | 2716 | 5 | Gene | gene | CXCR4
38212005 | @CHEMICAL_Glutamic_Acid | Glutamic Acid | 2755 | 9 | Chemical | chemical | glutamate
38212005 | @DISEASE_Dementia | Dementia | 2838 | 8 | Disease | disease | dementia
38213100 | @GENE_CXCR4 | CXCR4 | 0 | 31 | Gene | gene | C-X-C chemokine receptor type 4
38213100 | @DISEASE_Fibrosis | Fibrosis | 69 | 14 | Disease | disease | renal fibrosis
38213100 | @GENE_CTNNB1 | CTNNB1 | 92 | 12 | Gene | gene | beta-catenin
38213100 | @CHEMICAL_Fatty_Acids | Fatty Acids | 115 | 10 | Chemical | chemical | fatty acid
38213100 | @DISEASE_Renal_Insufficiency_Chronic | Renal Insufficiency Chronic | 155 | 22 | Disease | disease | chronic kidney disease
38213100 | @DISEASE_Renal_Insufficiency_Chronic | Renal Insufficiency Chronic | 179 | 3 | Disease | disease | CKD
38213100 | @DISEASE_Fibrosis | Fibrosis | 206 | 14 | Disease | disease | Renal fibrosis
38213100 | @DISEASE_Renal_Insufficiency_Chronic | Renal Insufficiency Chronic | 265 | 3 | Disease | disease | CKD
38213100 | @DISEASE_Fibrosis | Fibrosis | 360 | 14 | Disease | disease | renal fibrosis
38213100 | @GENE_CXCR4 | CXCR4 | 484 | 32 | Gene | gene | C-X-C motif chemokine receptor 4
38213100 | @GENE_CXCR4 | CXCR4 | 518 | 5 | Gene | gene | CXCR4
38213100 | @DISEASE_Fibrosis | Fibrosis | 591 | 14 | Disease | disease | renal fibrosis
38213100 | @DISEASE_Adenoma | Adenoma | 637 | 19 | Disease | disease | tubular cell injury
38213100 | @GENE_CXCR4 | CXCR4 | 675 | 5 | Gene | gene | CXCR4
38213100 | @CHEMICAL_Doxorubicin | Doxorubicin | 794 | 10 | Chemical | chemical | adriamycin
38213100 | @DISEASE_Kidney_Diseases | Kidney Diseases | 805 | 11 | Disease | disease | nephropathy
38213100 | @GENE_CXCR4 | CXCR4 | 908 | 5 | Gene | gene | CXCR4
38213100 | @GENE_CXCR4 | CXCR4 | 975 | 5 | Gene | gene | CXCR4
38213100 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 994 | 6 | Disease | disease | injury
38213100 | @GENE_CXCR4 | CXCR4 | 1016 | 5 | Gene | gene | CXCR4
38213100 | @GENE_PLIN2 | PLIN2 | 1106 | 39 | Gene | gene | adipose differentiation-related protein
38213100 | @GENE_PLIN2 | PLIN2 | 1147 | 4 | Gene | gene | ADRP
38213100 | @GENE_CDKN2A | CDKN2A | 1195 | 8 | Gene | gene | P16INK4A
38213100 | @GENE_CXCR4 | CXCR4 | 1246 | 5 | Gene | gene | CXCR4
38213100 | @GENE_CTNNB1 | CTNNB1 | 1286 | 12 | Gene | gene | beta-catenin
38213100 | @GENE_CXCR4 | CXCR4 | 1319 | 5 | Gene | gene | CXCR4
38213100 | @GENE_CXCR4 | CXCR4 | 1358 | 5 | Gene | gene | CXCR4
38213100 | @CHEMICAL_Fatty_Acids | Fatty Acids | 1374 | 10 | Chemical | chemical | fatty acid
38213100 | @CHEMICAL_Lipids | Lipids | 1409 | 5 | Chemical | chemical | lipid
38213100 | @GENE_CTNNB1 | CTNNB1 | 1455 | 12 | Gene | gene | beta-catenin
38213100 | @CHEMICAL_ICG_001 | ICG 001 | 1471 | 7 | Chemical | chemical | ICG-001
38213100 | @GENE_CTNNB1 | CTNNB1 | 1496 | 12 | Gene | gene | beta-catenin
38213100 | @GENE_CXCR4 | CXCR4 | 1536 | 5 | Gene | gene | CXCR4
38213100 | @CHEMICAL_Fatty_Acids | Fatty Acids | 1553 | 10 | Chemical | chemical | fatty acid
38213100 | @GENE_CXCR4 | CXCR4 | 1617 | 5 | Gene | gene | CXCR4
38213100 | @DISEASE_Fibrosis | Fibrosis | 1672 | 14 | Disease | disease | renal fibrosis
38213100 | @GENE_CXCR4 | CXCR4 | 1688 | 5 | Gene | gene | CXCR4
38213100 | @DISEASE_Fibrosis | Fibrosis | 1731 | 14 | Disease | disease | renal fibrosis
38213100 | @GENE_CTNNB1 | CTNNB1 | 1758 | 12 | Gene | gene | beta-catenin
38213100 | @CHEMICAL_Fatty_Acids | Fatty Acids | 1786 | 10 | Chemical | chemical | fatty acid
38213100 | @DISEASE_Adenoma | Adenoma | 1847 | 19 | Disease | disease | tubular cell injury
38213100 | @DISEASE_Fibrosis | Fibrosis | 1870 | 14 | Disease | disease | renal fibrosis
38291527 | @GENE_CXCR4 | CXCR4 | 31 | 5 | Gene | gene | CXCR4
38291527 | @CHEMICAL_Testosterone | Testosterone | 101 | 12 | Chemical | chemical | testosterone
38291527 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 168 | 18 | Disease | disease | multiple sclerosis
38291527 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 188 | 2 | Disease | disease | MS
38291527 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 217 | 22 | Disease | disease | demyelinating disorder
38291527 | @CHEMICAL_Testosterone | Testosterone | 241 | 12 | Chemical | chemical | Testosterone
38291527 | @CHEMICAL_Testosterone | Testosterone | 345 | 12 | Chemical | chemical | testosterone
38291527 | @GENE_CXCR4 | Cxcr4 | 362 | 5 | Gene | gene | CXCR4
38291527 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 447 | 13 | Disease | disease | demyelination
38291527 | @CHEMICAL_Lysophosphatidylcholines | Lysophosphatidylcholines | 522 | 12 | Chemical | chemical | lysolecithin
38291527 | @CHEMICAL_Testosterone | Testosterone | 540 | 12 | Chemical | chemical | testosterone
38291527 | @GENE_CXCR4 | CXCR4 | 662 | 5 | Gene | gene | CXCR4
38291527 | @GENE_CXCL12 | Cxcl12 | 680 | 6 | Gene | gene | CXCL12
38291527 | @GENE_AR | Ar | 695 | 17 | Gene | gene | androgen receptor
38291527 | @GENE_AR | Ar | 714 | 2 | Gene | gene | AR
38291527 | @CHEMICAL_Testosterone | Testosterone | 773 | 12 | Chemical | chemical | testosterone
38291527 | @GENE_CXCR4 | Cxcr4 | 819 | 5 | Gene | gene | CXCR4
38291527 | @CHEMICAL_plerixafor | plerixafor | 856 | 7 | Chemical | chemical | AMD3100
38291527 | @GENE_CXCR4 | Cxcr4 | 915 | 5 | Gene | gene | CXCR4
38291527 | @GENE_CXCL12 | Cxcl12 | 922 | 6 | Gene | gene | CXCL12
38291527 | @GENE_AR | Ar | 933 | 2 | Gene | gene | AR
38291527 | @GENE_CXCR4 | CXCR4 | 1072 | 5 | Gene | gene | CXCR4
38291527 | @GENE_CXCR4 | CXCR4 | 1219 | 5 | Gene | gene | CXCR4
38291527 | @DISEASE_WHIM_syndrome | WHIM syndrome | 1233 | 13 | Disease | disease | WHIM syndrome
38291527 | @CHEMICAL_Testosterone | Testosterone | 1306 | 12 | Chemical | chemical | testosterone
38291527 | @CHEMICAL_Testosterone | Testosterone | 1376 | 12 | Chemical | chemical | testosterone
38291527 | @GENE_CXCR4 | CXCR4 | 1404 | 5 | Gene | gene | CXCR4
38291527 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1636 | 2 | Disease | disease | MS
38291527 | @GENE_CXCR4 | CXCR4 | 1662 | 5 | Gene | gene | CXCR4
38291527 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 1686 | 14 | Disease | disease | myelin lesions
38291527 | @CHEMICAL_Testosterone | Testosterone | 1815 | 12 | Chemical | chemical | testosterone
38306929 | @DISEASE_Optic_Nerve_Diseases | Optic Nerve Diseases | 96 | 18 | Disease | disease | Optic neuropathies
38306929 | @DISEASE_Glaucoma | Glaucoma | 124 | 8 | Disease | disease | glaucoma
38306929 | @DISEASE_Retinal_Degeneration | Retinal Degeneration | 157 | 42 | Disease | disease | retinal ganglion cells (RGCs) degeneration
38306929 | @DISEASE_Vision_Disorders | Vision Disorders | 224 | 11 | Disease | disease | vision loss
38306929 | @GENE_CXCR4 | CXCR4 | 433 | 5 | Gene | gene | CD184
38306929 | @GENE_L1CAM | L1CAM | 443 | 5 | Gene | gene | CD171
38306929 | @GENE_PAX6 | PAX6 | 669 | 4 | Gene | gene | Pax6
38306929 | @GENE_POU4F2 | POU4F2 | 675 | 5 | Gene | gene | Brn3b
38306929 | @GENE_CXCR4 | CXCR4 | 729 | 5 | Gene | gene | CD184
38306929 | @GENE_L1CAM | L1CAM | 735 | 5 | Gene | gene | CD171
38306929 | @DISEASE_Neurodegenerative_Diseases | Neurodegenerative Diseases | 1023 | 25 | Disease | disease | RGC degenerative diseases
38308301 | @GENE_NLRP3 | Nlrp3 | 0 | 5 | Gene | gene | NLRP3
38308301 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 18 | 3 | Disease | disease | EAE
38308301 | @DISEASE_Erythema_elevatum_diutinum | Erythema elevatum diutinum | 99 | 24 | Disease | disease | Neutrophil extracellular
38308301 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 175 | 18 | Disease | disease | multiple sclerosis
38308301 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 195 | 2 | Disease | disease | MS
38308301 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 203 | 41 | Disease | disease | experimental autoimmune encephalomyelitis
38308301 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 246 | 3 | Disease | disease | EAE
38308301 | @GENE_NLRP3 | Nlrp3 | 291 | 5 | Gene | gene | NLRP3
38308301 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 328 | 3 | Disease | disease | EAE
38308301 | @GENE_NLRP3 | Nlrp3 | 470 | 5 | Gene | gene | NLRP3
38308301 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 479 | 2 | Disease | disease | MS
38308301 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 507 | 3 | Disease | disease | EAE
38308301 | @GENE_NLRP3 | Nlrp3 | 521 | 5 | Gene | gene | NLRP3
38308301 | @GENE_PAD4 | Pad4 | 825 | 4 | Gene | gene | PAD4
38308301 | @GENE_DNASE1 | Dnase1 | 927 | 7 | Gene | gene | DNase-1
38308301 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 1081 | 3 | Disease | disease | EAE
38308301 | @GENE_NLRP3 | Nlrp3 | 1099 | 5 | Gene | gene | NLRP3
38308301 | @GENE_NLRP3 | Nlrp3 | 1167 | 5 | Gene | gene | NLRP3
38308301 | @GENE_CXCR2 | Cxcr2 | 1264 | 5 | Gene | gene | CXCR2
38308301 | @GENE_CXCR4 | Cxcr4 | 1274 | 5 | Gene | gene | CXCR4
38308301 | @GENE_NLRP3 | Nlrp3 | 1337 | 5 | Gene | gene | NLRP3
38308301 | @GENE_PAD4 | Pad4 | 1392 | 4 | Gene | gene | PAD4
38308301 | @GENE_NLRP3 | Nlrp3 | 1459 | 5 | Gene | gene | NLRP3
38308301 | @GENE_NLRP3 | Nlrp3 | 1615 | 5 | Gene | gene | NLRP3
38308301 | @DISEASE_Encephalomyelitis_Autoimmune_Experimental | Encephalomyelitis Autoimmune Experimental | 1668 | 3 | Disease | disease | EAE
38308301 | @GENE_NLRP3 | Nlrp3 | 1754 | 5 | Gene | gene | NLRP3
38308301 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 1806 | 2 | Disease | disease | MS
38338930 | @GENE_CXCL14 | Cxcl14 | 0 | 6 | Gene | gene | CXCL14
38338930 | @GENE_CXCL14 | CXCL14 | 104 | 6 | Gene | gene | CXCL14
38338930 | @GENE_CXCL14 | Cxcl14 | 362 | 6 | Gene | gene | CXCL14
38338930 | @GENE_CXCL14 | Cxcl14 | 376 | 6 | Gene | gene | CXCL14
38338930 | @GENE_CXCL14 | Cxcl14 | 406 | 6 | Gene | gene | CXCL14
38338930 | @GENE_CXCL14 | Cxcl14 | 480 | 6 | Gene | gene | CXCL14
38338930 | @GENE_CXCL14 | Cxcl14 | 574 | 6 | Gene | gene | CXCL14
38338930 | @GENE_CXCL14 | CXCL14 | 594 | 6 | Gene | gene | CXCL14
38338930 | @GENE_CXCL14 | Cxcl14 | 769 | 6 | Gene | gene | CXCL14
38338930 | @GENE_CXCL14 | Cxcl14 | 903 | 6 | Gene | gene | CXCL14
38338930 | @GENE_CXCR4 | CXCR4 | 1071 | 5 | Gene | gene | CXCR4
38338930 | @GENE_ACKR3 | ACKR3 | 1081 | 5 | Gene | gene | CXCR7
38338930 | @GENE_CXCL14 | Cxcl14 | 1234 | 6 | Gene | gene | CXCL14
38338930 | @CHEMICAL_Fatty_Acids | Fatty Acids | 1291 | 10 | Chemical | chemical | fatty acid
38338930 | @CHEMICAL_Glycerophospholipids | Glycerophospholipids | 1316 | 19 | Chemical | chemical | glycerophospholipid
38363205 | @GENE_CD53 | Cd53 | 30 | 4 | Gene | gene | CD53
38363205 | @GENE_CXCR4 | Cxcr4 | 44 | 5 | Gene | gene | CXCR4
38363205 | @GENE_CD53 | Cd53 | 308 | 4 | Gene | gene | CD53
38363205 | @GENE_CXCL12 | Cxcl12 | 386 | 6 | Gene | gene | CXCL12
38363205 | @GENE_CD53 | Cd53 | 522 | 4 | Gene | gene | Cd53
38363205 | @GENE_CXCL12 | Cxcl12 | 565 | 6 | Gene | gene | CXCL12
38363205 | @GENE_CXCL12 | Cxcl12 | 677 | 6 | Gene | gene | CXCL12
38363205 | @GENE_CXCR4 | Cxcr4 | 694 | 5 | Gene | gene | CXCR4
38363205 | @GENE_CD53 | Cd53 | 731 | 4 | Gene | gene | CD53
38363205 | @GENE_CD53 | Cd53 | 806 | 4 | Gene | gene | Cd53
38363205 | @GENE_CXCR4 | Cxcr4 | 871 | 5 | Gene | gene | CXCR4
38363205 | @GENE_CXCL12 | Cxcl12 | 892 | 6 | Gene | gene | CXCL12
38363205 | @GENE_CD53 | Cd53 | 932 | 4 | Gene | gene | CD53
38363205 | @GENE_CXCR4 | Cxcr4 | 952 | 5 | Gene | gene | CXCR4
38363205 | @GENE_CXCL12 | Cxcl12 | 1006 | 6 | Gene | gene | CXCL12
38447691 | @GENE_SETD1B | Setd1b | 24 | 6 | Gene | gene | SETD1B
38447691 | @DISEASE_Cognition_Disorders | Cognition Disorders | 63 | 20 | Disease | disease | Cognitive Impairment
38447691 | @CHEMICAL_Sevoflurane | Sevoflurane | 95 | 11 | Chemical | chemical | Sevoflurane
38447691 | @CHEMICAL_Sevoflurane | Sevoflurane | 136 | 11 | Chemical | chemical | Sevoflurane
38447691 | @CHEMICAL_Sevoflurane | Sevoflurane | 149 | 3 | Chemical | chemical | Sev
38447691 | @DISEASE_Cognition_Disorders | Cognition Disorders | 184 | 18 | Disease | disease | cognitive deficits
38447691 | @DISEASE_Neurotoxicity_Syndromes | Neurotoxicity Syndromes | 207 | 13 | Disease | disease | neurotoxicity
38447691 | @GENE_SETD1B | Setd1b | 270 | 24 | Gene | gene | SET domain containing 1B
38447691 | @GENE_SETD1B | Setd1b | 296 | 6 | Gene | gene | SETD1B
38447691 | @CHEMICAL_Sevoflurane | Sevoflurane | 307 | 3 | Chemical | chemical | Sev
38447691 | @DISEASE_Cognition_Disorders | Cognition Disorders | 319 | 20 | Disease | disease | cognitive impairment
38447691 | @CHEMICAL_Sevoflurane | Sevoflurane | 407 | 3 | Chemical | chemical | Sev
38447691 | @GENE_SETD1B | Setd1b | 694 | 6 | Gene | gene | SETD1B
38447691 | @GENE_SETD1B | Setd1b | 898 | 6 | Gene | gene | SETD1B
38447691 | @GENE_CXCR4 | Cxcr4 | 906 | 32 | Gene | gene | C-X-C motif chemokine receptor 4
38447691 | @GENE_CXCR4 | Cxcr4 | 940 | 5 | Gene | gene | CXCR4
38447691 | @GENE_NLRP1A | Nlrp1a | 948 | 36 | Gene | gene | NLR family pyrin domain containing 1
38447691 | @GENE_NLRP1A | Nlrp1a | 986 | 5 | Gene | gene | NLRP1
38447691 | @GENE_CASP1 | Casp1 | 1002 | 8 | Gene | gene | Caspase1
38447691 | @GENE_SETD1B | Setd1b | 1154 | 6 | Gene | gene | SETD1B
38447691 | @GENE_H3C7 | H3c7 | 1165 | 10 | Gene | gene | histone H3
38447691 | @GENE_CXCR4 | Cxcr4 | 1247 | 5 | Gene | gene | CXCR4
38447691 | @CHEMICAL_Sevoflurane | Sevoflurane | 1284 | 3 | Chemical | chemical | Sev
38447691 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1297 | 20 | Disease | disease | cognitive impairment
38447691 | @GENE_SETD1B | Setd1b | 1333 | 6 | Gene | gene | SETD1B
38447691 | @GENE_SETD1B | Setd1b | 1381 | 6 | Gene | gene | SETD1B
38447691 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1413 | 20 | Disease | disease | cognitive impairment
38447691 | @DISEASE_Nerve_Degeneration | Nerve Degeneration | 1510 | 19 | Disease | disease | neuronal pyroptosis
38447691 | @GENE_SETD1B | Setd1b | 1531 | 6 | Gene | gene | SETD1B
38447691 | @GENE_CXCR4 | Cxcr4 | 1548 | 5 | Gene | gene | CXCR4
38447691 | @GENE_CXCR4 | Cxcr4 | 1603 | 5 | Gene | gene | CXCR4
38447691 | @GENE_NLRP1A | Nlrp1a | 1635 | 5 | Gene | gene | NLRP1
38447691 | @GENE_CASP1 | Casp1 | 1641 | 8 | Gene | gene | Caspase1
38447691 | @DISEASE_Nerve_Degeneration | Nerve Degeneration | 1671 | 19 | Disease | disease | neuronal pyroptosis
38447691 | @GENE_SETD1B | Setd1b | 1705 | 6 | Gene | gene | SETD1B
38447691 | @GENE_CXCR4 | Cxcr4 | 1721 | 5 | Gene | gene | CXCR4
38447691 | @GENE_CXCR4 | Cxcr4 | 1776 | 5 | Gene | gene | CXCR4
38447691 | @GENE_NLRP1A | Nlrp1a | 1812 | 5 | Gene | gene | NLRP1
38447691 | @GENE_CASP1 | Casp1 | 1818 | 8 | Gene | gene | Caspase1
38447691 | @DISEASE_Nerve_Degeneration | Nerve Degeneration | 1849 | 19 | Disease | disease | neuronal pyroptosis
38447691 | @CHEMICAL_Sevoflurane | Sevoflurane | 1885 | 3 | Chemical | chemical | Sev
38447691 | @DISEASE_Cognition_Disorders | Cognition Disorders | 1897 | 20 | Disease | disease | cognitive impairment
38533538 | @GENE_CXCR4 | Cxcr4 | 0 | 5 | Gene | gene | CXCR4
38533538 | @DISEASE_Neoplasms | Neoplasms | 86 | 6 | Disease | disease | Cancer
38533538 | @CHEMICAL_Manganese | Manganese | 123 | 9 | Chemical | chemical | Manganese
38533538 | @CHEMICAL_Doxorubicin | Doxorubicin | 137 | 11 | Chemical | chemical | Doxorubicin
38533538 | @DISEASE_Neoplasms | Neoplasms | 253 | 6 | Disease | disease | cancer
38533538 | @CHEMICAL_Lipids | Lipids | 421 | 5 | Chemical | chemical | lipid
38533538 | @DISEASE_Neoplasms | Neoplasms | 691 | 6 | Disease | disease | cancer
38533538 | @DISEASE_Neoplasms | Neoplasms | 882 | 5 | Disease | disease | tumor
38533538 | @DISEASE_Neoplasms | Neoplasms | 915 | 6 | Disease | disease | cancer
38533538 | @GENE_CXCR4 | Cxcr4 | 1004 | 5 | Gene | gene | CXCR4
38533538 | @CHEMICAL_Manganese | Manganese | 1059 | 9 | Chemical | chemical | manganese
38533538 | @CHEMICAL_Doxorubicin | Doxorubicin | 1073 | 11 | Chemical | chemical | doxorubicin
38533538 | @GENE_CXCR4 | Cxcr4 | 1173 | 5 | Gene | gene | CXCR4
38533538 | @CHEMICAL_Manganese | Manganese | 1329 | 9 | Chemical | chemical | manganese
