31679624 | @GENE_CLCN3 | Clcn3 | 0 | 5 | Gene | gene | ClC-3
35719936 | @DISEASE_Neoplasms | Neoplasms | 1182 | 10 | Disease | disease | Pan-cancer
35719936 | @GENE_CD8A | CD8A | 1236 | 3 | Gene | gene | CD8
35719936 | @GENE_CD4 | CD4 | 1303 | 3 | Gene | gene | CD4
35719936 | @GENE_CD8A | CD8A | 1471 | 3 | Gene | gene | CD8
35719936 | @DISEASE_Neoplasms | Neoplasms | 1651 | 10 | Disease | disease | Pan-cancer
35719936 | @GENE_IKZF3 | IKZF3 | 1682 | 5 | Gene | gene | IKZF3
35719936 | @GENE_FOXP3 | FOXP3 | 1689 | 5 | Gene | gene | FOXP3
35719936 | @GENE_JAK3 | JAK3 | 1700 | 4 | Gene | gene | JAK3
35719936 | @GENE_ELAVL2 | ELAVL2 | 2073 | 3 | Gene | gene | Hub
35719936 | @DISEASE_Papillomavirus_Infections | Papillomavirus Infections | 2180 | 19 | Disease | disease | HPV-related cancers
35795663 | @DISEASE_Alopecia_universalis | Alopecia universalis | 37 | 20 | Disease | disease | Alopecia Universalis
35795663 | @CHEMICAL_tofacitinib | tofacitinib | 63 | 11 | Chemical | chemical | Tofacitinib
35795663 | @DISEASE_Alopecia_universalis | Alopecia universalis | 152 | 20 | Disease | disease | Alopecia universalis
35795663 | @DISEASE_Alopecia_universalis | Alopecia universalis | 174 | 2 | Disease | disease | AU
35795663 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 184 | 19 | Disease | disease | autoimmune disorder
35795663 | @DISEASE_Alopecia | Alopecia | 234 | 9 | Disease | disease | hair loss
35795663 | @GENE_CD8A | CD8A | 444 | 3 | Gene | gene | CD8
35795663 | @DISEASE_Alopecia_universalis | Alopecia universalis | 549 | 2 | Disease | disease | AU
35795663 | @GENE_IFNG | IFNG | 567 | 22 | Gene | gene | interferon (IFN)-gamma
35795663 | @GENE_JAK3 | JAK3 | 748 | 19 | Gene | gene | Janus kinase (JAK)3
35795663 | @GENE_STAT1 | STAT1 | 838 | 5 | Gene | gene | STAT1
35795663 | @DISEASE_Alopecia_Areata | Alopecia Areata | 847 | 15 | Disease | disease | alopecia areata
35795663 | @DISEASE_Alopecia_universalis | Alopecia universalis | 942 | 2 | Disease | disease | AU
35795663 | @GENE_IFNG | IFNG | 1048 | 9 | Gene | gene | IFN-gamma
35795663 | @DISEASE_Alopecia_universalis | Alopecia universalis | 1087 | 2 | Disease | disease | AU
35795663 | @CHEMICAL_tofacitinib | tofacitinib | 1116 | 11 | Chemical | chemical | tofacitinib
35795663 | @CHEMICAL_tofacitinib | tofacitinib | 1262 | 11 | Chemical | chemical | tofacitinib
35933528 | @DISEASE_COVID_19 | COVID-19 | 38 | 8 | Disease | disease | COVID-19
35933528 | @DISEASE_Coronavirus_Infections | Coronavirus Infections | 109 | 20 | Disease | disease | corona virus disease
35933528 | @DISEASE_COVID_19 | COVID-19 | 269 | 9 | Disease | disease | nCOVID-19
35933528 | @DISEASE_Infections | Infections | 452 | 9 | Disease | disease | infection
35933528 | @DISEASE_Fever | Fever | 481 | 5 | Disease | disease | fever
35933528 | @DISEASE_Cough | Cough | 488 | 5 | Disease | disease | cough
35933528 | @DISEASE_Pneumonia | Pneumonia | 495 | 9 | Disease | disease | pneumonia
35933528 | @DISEASE_Lung_Diseases | Lung Diseases | 506 | 11 | Disease | disease | lung damage
35933528 | @DISEASE_Respiratory_Distress_Syndrome | Respiratory Distress Syndrome | 523 | 4 | Disease | disease | ARDS
35933528 | @DISEASE_Lung_Diseases | Lung Diseases | 564 | 14 | Disease | disease | lung opacities
35933528 | @GENE_ACE2 | ACE2 | 636 | 4 | Gene | gene | ACE2
35933528 | @DISEASE_COVID_19 | COVID-19 | 786 | 8 | Disease | disease | COVID-19
35933528 | @DISEASE_Inflammation | Inflammation | 866 | 12 | Disease | disease | inflammatory
35933528 | @DISEASE_COVID_19 | COVID-19 | 1192 | 8 | Disease | disease | COVID-19
35933528 | @DISEASE_COVID_19 | COVID-19 | 1560 | 16 | Disease | disease | COVID-19 disease
36062760 | @DISEASE_Herpes_Zoster | Herpes Zoster | 57 | 13 | Disease | disease | herpes zoster
36062760 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 74 | 20 | Disease | disease | rheumatoid arthritis
36062760 | @DISEASE_Herpes_Zoster | Herpes Zoster | 134 | 13 | Disease | disease | herpes zoster
36062760 | @DISEASE_Herpes_Zoster | Herpes Zoster | 149 | 2 | Disease | disease | HZ
36062760 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 156 | 20 | Disease | disease | rheumatoid arthritis
36062760 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 178 | 2 | Disease | disease | RA
36062760 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 254 | 2 | Disease | disease | RA
36062760 | @GENE_CD4 | CD4 | 351 | 3 | Gene | gene | CD4
36062760 | @GENE_CD8A | CD8A | 356 | 3 | Gene | gene | CD8
36062760 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 436 | 2 | Disease | disease | RA
36062760 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 522 | 2 | Disease | disease | RA
36062760 | @CHEMICAL_ruxolitinib | ruxolitinib | 645 | 11 | Chemical | chemical | ruxolitinib
36062760 | @GENE_JAK1 | JAK1 | 658 | 6 | Gene | gene | JAK1/2
36062760 | @CHEMICAL_AG_490 | AG 490 | 677 | 5 | Chemical | chemical | AG490
36062760 | @GENE_JAK2 | JAK2 | 684 | 4 | Gene | gene | JAK2
36062760 | @CHEMICAL_WHI_P154 | WHI P154 | 705 | 8 | Chemical | chemical | WHI-P154
36062760 | @GENE_JAK3 | JAK3 | 715 | 4 | Gene | gene | JAK3
36062760 | @CHEMICAL_Methotrexate | Methotrexate | 759 | 12 | Chemical | chemical | methotrexate
36062760 | @GENE_CD4 | CD4 | 777 | 3 | Gene | gene | CD4
36062760 | @GENE_CD8A | CD8A | 786 | 3 | Gene | gene | CD8
36062760 | @GENE_CD4 | CD4 | 996 | 3 | Gene | gene | CD4
36062760 | @GENE_IFNG | IFNG | 1000 | 9 | Gene | gene | IFN-gamma
36062760 | @GENE_CD4 | CD4 | 1012 | 3 | Gene | gene | CD4
36062760 | @GENE_CD69 | CD69 | 1016 | 4 | Gene | gene | CD69
36062760 | @GENE_IFNG | IFNG | 1021 | 9 | Gene | gene | IFN-gamma
36062760 | @GENE_CD8A | CD8A | 1033 | 3 | Gene | gene | CD8
36062760 | @GENE_IFNG | IFNG | 1037 | 9 | Gene | gene | IFN-gamma
36062760 | @GENE_CD8A | CD8A | 1053 | 3 | Gene | gene | CD8
36062760 | @GENE_CD69 | CD69 | 1057 | 4 | Gene | gene | CD69
36062760 | @GENE_IFNG | IFNG | 1062 | 9 | Gene | gene | IFN-gamma
36062760 | @GENE_CD4 | CD4 | 1109 | 3 | Gene | gene | CD4
36062760 | @GENE_IL2RA | IL2RA | 1113 | 13 | Gene | gene | CD25highFoxp3
36062760 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1159 | 2 | Disease | disease | RA
36062760 | @GENE_IFNG | IFNG | 1243 | 9 | Gene | gene | IFN-gamma
36062760 | @GENE_GZMB | GZMB | 1257 | 10 | Gene | gene | granzyme B
36062760 | @GENE_STAT1 | STAT1 | 1341 | 5 | Gene | gene | STAT1
36062760 | @GENE_TBX21 | TBX21 | 1351 | 5 | Gene | gene | T-bet
36062760 | @GENE_STAT5A | STAT5A | 1394 | 5 | Gene | gene | STAT5
36062760 | @GENE_FOXP3 | FOXP3 | 1404 | 5 | Gene | gene | Foxp3
36062760 | @CHEMICAL_Methotrexate | Methotrexate | 1411 | 12 | Chemical | chemical | Methotrexate
36062760 | @GENE_IFNG | IFNG | 1536 | 9 | Gene | gene | IFN-gamma
36062760 | @GENE_GZMB | GZMB | 1550 | 10 | Gene | gene | granzyme B
36062760 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1719 | 2 | Disease | disease | RA
36099926 | @CHEMICAL_atezolizumab | atezolizumab | 9 | 12 | Chemical | chemical | atezolizumab
36099926 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 55 | 20 | Disease | disease | renal cell carcinoma
36099926 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 249 | 20 | Disease | disease | renal cell carcinoma
36099926 | @CHEMICAL_atezolizumab | atezolizumab | 387 | 12 | Chemical | chemical | atezolizumab
36099926 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 679 | 20 | Disease | disease | renal cell carcinoma
36099926 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 721 | 11 | Disease | disease | sarcomatoid
36099926 | @CHEMICAL_atezolizumab | atezolizumab | 876 | 12 | Chemical | chemical | atezolizumab
36099926 | @GENE_CD274 | CD274 | 1229 | 5 | Gene | gene | PD-L1
36099926 | @DISEASE_Neoplasms | Neoplasms | 1245 | 6 | Disease | disease | tumour
36099926 | @CHEMICAL_atezolizumab | atezolizumab | 1636 | 12 | Chemical | chemical | atezolizumab
36099926 | @CHEMICAL_atezolizumab | atezolizumab | 1926 | 12 | Chemical | chemical | atezolizumab
36099926 | @CHEMICAL_atezolizumab | atezolizumab | 2177 | 12 | Chemical | chemical | atezolizumab
36099926 | @DISEASE_Hypertension | Hypertension | 2336 | 12 | Disease | disease | hypertension
36099926 | @CHEMICAL_atezolizumab | atezolizumab | 2383 | 12 | Chemical | chemical | atezolizumab
36099926 | @DISEASE_Diarrhea | Diarrhea | 2482 | 9 | Disease | disease | diarrhoea
36099926 | @CHEMICAL_atezolizumab | atezolizumab | 2549 | 12 | Chemical | chemical | atezolizumab
36099926 | @DISEASE_Death | Death | 2666 | 6 | Disease | disease | deaths
36099926 | @CHEMICAL_atezolizumab | atezolizumab | 2690 | 12 | Chemical | chemical | Atezolizumab
36099926 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 2757 | 20 | Disease | disease | renal cell carcinoma
36099926 | @CHEMICAL_atezolizumab | atezolizumab | 2921 | 12 | Chemical | chemical | atezolizumab
36099926 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 2951 | 20 | Disease | disease | renal cell carcinoma
36100323 | @GENE_JAK3 | JAK3 | 20 | 4 | Gene | gene | JAK3
36100323 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 69 | 31 | Disease | disease | clear cell renal cell carcinoma
36100323 | @GENE_JAK3 | JAK3 | 116 | 14 | Gene | gene | Janus kinase 3
36100323 | @GENE_JAK3 | JAK3 | 132 | 4 | Gene | gene | JAK3
36100323 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 172 | 31 | Disease | disease | clear cell renal cell carcinoma
36100323 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 205 | 5 | Disease | disease | ccRCC
36100323 | @DISEASE_Neoplasms | Neoplasms | 288 | 6 | Disease | disease | cancer
36100323 | @GENE_JAK3 | JAK3 | 406 | 4 | Gene | gene | JAK3
36100323 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 435 | 5 | Disease | disease | ccRCC
36100323 | @GENE_JAK3 | JAK3 | 483 | 4 | Gene | gene | JAK3
36100323 | @DISEASE_Neoplasms | Neoplasms | 612 | 6 | Disease | disease | Cancer
36100323 | @GENE_JAK3 | JAK3 | 736 | 4 | Gene | gene | JAK3
36100323 | @GENE_JAK3 | JAK3 | 767 | 4 | Gene | gene | JAK3
36100323 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 849 | 5 | Disease | disease | ccRCC
36100323 | @DISEASE_Neoplasms | Neoplasms | 886 | 6 | Disease | disease | Cancer
36100323 | @GENE_JAK3 | JAK3 | 996 | 4 | Gene | gene | JAK3
36100323 | @DISEASE_Neoplasms | Neoplasms | 1046 | 5 | Disease | disease | tumor
36100323 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 1099 | 5 | Disease | disease | ccRCC
36100323 | @GENE_JAK3 | JAK3 | 1110 | 4 | Gene | gene | JAK3
36100323 | @GENE_JAK3 | JAK3 | 1174 | 4 | Gene | gene | JAK3
36100323 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 1208 | 5 | Disease | disease | ccRCC
36100323 | @GENE_JAK3 | JAK3 | 1235 | 4 | Gene | gene | JAK3
36100323 | @GENE_JAK3 | JAK3 | 1409 | 4 | Gene | gene | JAK3
36100323 | @GENE_JAK3 | JAK3 | 1614 | 4 | Gene | gene | JAK3
36100323 | @GENE_CD4 | CD4 | 1660 | 3 | Gene | gene | CD4
36100323 | @GENE_CD8A | CD8A | 1669 | 3 | Gene | gene | CD8
36100323 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 1697 | 11 | Disease | disease | ccRCC tumor
36100323 | @GENE_JAK3 | JAK3 | 1777 | 4 | Gene | gene | JAK3
36100323 | @DISEASE_Neoplasms | Neoplasms | 1836 | 5 | Disease | disease | tumor
36100323 | @GENE_JAK3 | JAK3 | 1860 | 4 | Gene | gene | JAK3
36100323 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 2008 | 5 | Disease | disease | ccRCC
36100323 | @GENE_JAK3 | JAK3 | 2064 | 4 | Gene | gene | JAK3
36100323 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 2175 | 5 | Disease | disease | ccRCC
36248803 | @DISEASE_Primary_Myelofibrosis | Primary Myelofibrosis | 110 | 13 | Disease | disease | myelofibrosis
36248803 | @DISEASE_Primary_Myelofibrosis | Primary Myelofibrosis | 251 | 13 | Disease | disease | myelofibrosis
36248803 | @CHEMICAL_ruxolitinib | ruxolitinib | 424 | 11 | Chemical | chemical | ruxolitinib
36248803 | @CHEMICAL_ruxolitinib | ruxolitinib | 562 | 11 | Chemical | chemical | ruxolitinib
36248803 | @GENE_ACE2 | ACE2 | 846 | 4 | Gene | gene | ACE2
36248803 | @CHEMICAL_ruxolitinib | ruxolitinib | 1005 | 11 | Chemical | chemical | ruxolitinib
36248803 | @GENE_ACE2 | ACE2 | 1143 | 4 | Gene | gene | ACE2
36494712 | @DISEASE_GATA2_Deficiency | GATA2 Deficiency | 55 | 48 | Disease | disease | natural killer-cell lymphoproliferative disorder
36494712 | @DISEASE_GATA2_Deficiency | GATA2 Deficiency | 141 | 97 | Disease | disease | Indolent natural killer (NK) cell lymphoproliferative disorder of the gastrointestinal (GI) tract
36494712 | @DISEASE_Neoplasms | Neoplasms | 279 | 8 | Disease | disease | neoplasm
36494712 | @DISEASE_Neoplasms | Neoplasms | 310 | 7 | Disease | disease | tumours
36494712 | @DISEASE_Neoplasms | Neoplasms | 376 | 7 | Disease | disease | tumours
36494712 | @GENE_JAK3 | JAK3 | 392 | 4 | Gene | gene | JAK3
36494712 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 786 | 3 | Gene | gene | TCR
36494712 | @GENE_JAK3 | JAK3 | 830 | 4 | Gene | gene | JAK3
36494712 | @VARIANT_c.565delC_JAK3_human | c.565delC | 840 | 7 | Variant | variant | C565del
36494712 | @DISEASE_Lymphoma_Extranodal_NK_T_Cell | Lymphoma Extranodal NK-T-Cell | 1094 | 29 | Disease | disease | extranodal NK/T cell lymphoma
36494712 | @GENE_CD8A | CD8A | 1233 | 3 | Gene | gene | CD8
36494712 | @GENE_STAT5A | STAT5A | 1327 | 5 | Gene | gene | STAT5
36494712 | @GENE_STAT3 | STAT3 | 1342 | 5 | Gene | gene | STAT3
36494712 | @GENE_MAPK14 | MAPK14 | 1360 | 3 | Gene | gene | p38
36494712 | @DISEASE_Lymphoma | Lymphoma | 1436 | 8 | Disease | disease | lymphoma
36883805 | @DISEASE_Leukemia_Prolymphocytic_T_Cell | Leukemia Prolymphocytic T-Cell | 0 | 30 | Disease | disease | T-Cell Prolymphocytic Leukemia
36883805 | @DISEASE_Leukemia_Prolymphocytic_T_Cell | Leukemia Prolymphocytic T-Cell | 107 | 30 | Disease | disease | T-cell prolymphocytic leukemia
36883805 | @DISEASE_Leukemia_Prolymphocytic_T_Cell | Leukemia Prolymphocytic T-Cell | 139 | 5 | Disease | disease | T-PLL
36883805 | @DISEASE_Leukemia_T_Cell | Leukemia T-Cell | 156 | 22 | Disease | disease | mature T-cell leukemia
36883805 | @DISEASE_Leukemia_Prolymphocytic_T_Cell | Leukemia Prolymphocytic T-Cell | 338 | 5 | Disease | disease | T-PLL
36883805 | @DISEASE_Leukemia_Prolymphocytic_T_Cell | Leukemia Prolymphocytic T-Cell | 499 | 5 | Disease | disease | T-PLL
36883805 | @DISEASE_Lymphocytosis | Lymphocytosis | 559 | 13 | Disease | disease | lymphocytosis
36883805 | @DISEASE_Leukemia | Leukemia | 616 | 8 | Disease | disease | leukemic
36883805 | @DISEASE_Leukemia | Leukemia | 853 | 8 | Disease | disease | leukemic
36883805 | @GENE_CD5 | CD5 | 886 | 3 | Gene | gene | CD5
36883805 | @GENE_CD7 | CD7 | 891 | 3 | Gene | gene | CD7
36883805 | @GENE_DPP4 | DPP4 | 896 | 4 | Gene | gene | CD26
36883805 | @GENE_CD52 | CD52 | 902 | 4 | Gene | gene | CD52
36883805 | @GENE_TRAC | TRAC | 908 | 14 | Gene | gene | TCR alpha/beta
36883805 | @GENE_CD2 | CD2 | 944 | 3 | Gene | gene | CD2
36883805 | @GENE_CD4 | CD4 | 968 | 3 | Gene | gene | CD4
36883805 | @GENE_CD8A | CD8A | 973 | 3 | Gene | gene | CD8
36883805 | @GENE_CD4 | CD4 | 996 | 3 | Gene | gene | CD4
36883805 | @GENE_CD8A | CD8A | 1001 | 3 | Gene | gene | CD8
36883805 | @GENE_CD4 | CD4 | 1028 | 3 | Gene | gene | CD4
36883805 | @GENE_CD8A | CD8A | 1033 | 3 | Gene | gene | CD8
36883805 | @GENE_JAK3 | JAK3 | 1203 | 4 | Gene | gene | JAK3
36883805 | @GENE_STAT5B | STAT5B | 1222 | 6 | Gene | gene | STAT5B
36883805 | @VARIANT_p.N642H_STAT5B_human | p.N642H | 1229 | 7 | Variant | variant | p.N642H
36883805 | @CHEMICAL_Alemtuzumab | Alemtuzumab | 1314 | 11 | Chemical | chemical | alemtuzumab
36883805 | @DISEASE_Death | Death | 1391 | 4 | Disease | disease | died
36883805 | @DISEASE_Leukemia_Prolymphocytic_T_Cell | Leukemia Prolymphocytic T-Cell | 1410 | 5 | Disease | disease | T-PLL
37777018 | @GENE_JAK3 | JAK3 | 50 | 4 | Gene | gene | JAK3
37777018 | @CHEMICAL_PF_06651600 | PF-06651600 | 83 | 12 | Chemical | chemical | Ritlecitinib
37777018 | @DISEASE_Vitiligo | Vitiligo | 99 | 8 | Disease | disease | Vitiligo
37777018 | @DISEASE_Vitiligo | Vitiligo | 121 | 8 | Disease | disease | Vitiligo
37777018 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 136 | 32 | Disease | disease | autoimmune depigmenting disorder
37777018 | @CHEMICAL_PF_06651600 | PF-06651600 | 375 | 12 | Chemical | chemical | ritlecitinib
37777018 | @GENE_JAK3 | JAK3 | 397 | 4 | Gene | gene | JAK3
37777018 | @DISEASE_Vitiligo | Vitiligo | 481 | 22 | Disease | disease | non-segmental vitiligo
37777018 | @DISEASE_Vitiligo | Vitiligo | 505 | 3 | Disease | disease | NSV
37777018 | @DISEASE_Vitiligo | Vitiligo | 535 | 3 | Disease | disease | NSV
37777018 | @CHEMICAL_PF_06651600 | PF-06651600 | 633 | 12 | Chemical | chemical | ritlecitinib
37777018 | @CHEMICAL_PF_06651600 | PF-06651600 | 1019 | 12 | Chemical | chemical | Ritlecitinib
37777018 | @GENE_CD8A | CD8A | 1235 | 3 | Gene | gene | CD8
37777018 | @GENE_TYR | TYR | 1310 | 10 | Gene | gene | tyrosinase
37777018 | @GENE_MLANA | MLANA | 1322 | 7 | Gene | gene | Melan-A
37777018 | @DISEASE_Vitiligo | Vitiligo | 1334 | 3 | Disease | disease | NSV
37777018 | @CHEMICAL_PF_06651600 | PF-06651600 | 1359 | 12 | Chemical | chemical | ritlecitinib
37777018 | @GENE_IL2 | IL2 | 1518 | 4 | Gene | gene | IL-2
37777018 | @GENE_IL2 | IL2 | 1523 | 3 | Gene | gene | IL2
37777018 | @GENE_IL15 | IL15 | 1530 | 5 | Gene | gene | IL-15
37777018 | @GENE_CCR7 | CCR7 | 1536 | 4 | Gene | gene | CCR7
37777018 | @GENE_CD5 | CD5 | 1541 | 3 | Gene | gene | CD5
37777018 | @GENE_CRTAM | CRTAM | 1546 | 5 | Gene | gene | CRTAM
37777018 | @GENE_NCR1 | NCR1 | 1552 | 4 | Gene | gene | NCR1
37777018 | @GENE_XCL1 | XCL1 | 1557 | 4 | Gene | gene | XCL1
37777018 | @GENE_KIR3DL1 | KIR3DL1 | 1562 | 7 | Gene | gene | KIR3DL1
37777018 | @GENE_FASLG | FASLG | 1570 | 5 | Gene | gene | FASLG
37777018 | @CHEMICAL_PF_06651600 | PF-06651600 | 1775 | 12 | Chemical | chemical | Ritlecitinib
37777018 | @DISEASE_Inflammation | Inflammation | 1820 | 12 | Disease | disease | inflammatory
37777018 | @DISEASE_Vitiligo | Vitiligo | 1917 | 3 | Disease | disease | NSV
37777018 | @CHEMICAL_PF_06651600 | PF-06651600 | 1961 | 12 | Chemical | chemical | Ritlecitinib
37877017 | @CHEMICAL_tofacitinib | tofacitinib | 10 | 11 | Chemical | chemical | tofacitinib
37877017 | @GENE_ACE | ACE | 33 | 29 | Gene | gene | angiotensin converting enzyme
37877017 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 75 | 20 | Disease | disease | rheumatoid arthritis
37877017 | @GENE_REN | REN | 115 | 5 | Gene | gene | Renin
37877017 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 240 | 20 | Disease | disease | rheumatoid arthritis
37877017 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 262 | 2 | Disease | disease | RA
37877017 | @CHEMICAL_tofacitinib | tofacitinib | 404 | 11 | Chemical | chemical | tofacitinib
37877017 | @GENE_ACE | ACE | 429 | 29 | Gene | gene | angiotensin converting enzyme
37877017 | @GENE_ACE | ACE | 460 | 3 | Gene | gene | ACE
37877017 | @GENE_ACE2 | ACE2 | 466 | 4 | Gene | gene | ACE2
37877017 | @GENE_ACE | ACE | 486 | 3 | Gene | gene | ACE
37877017 | @GENE_ACE2 | ACE2 | 490 | 4 | Gene | gene | ACE2
37877017 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 505 | 2 | Disease | disease | RA
37877017 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 575 | 2 | Disease | disease | RA
37877017 | @CHEMICAL_tofacitinib | tofacitinib | 605 | 11 | Chemical | chemical | tofacitinib
37877017 | @GENE_ACE | ACE | 650 | 3 | Gene | gene | ACE
37877017 | @GENE_ACE2 | ACE2 | 693 | 4 | Gene | gene | ACE2
37877017 | @GENE_ACE | ACE | 768 | 3 | Gene | gene | ACE
37877017 | @GENE_ACE2 | ACE2 | 772 | 4 | Gene | gene | ACE2
37877017 | @GENE_CRP | CRP | 979 | 18 | Gene | gene | C-reactive protein
37877017 | @GENE_CRP | CRP | 999 | 3 | Gene | gene | CRP
37877017 | @CHEMICAL_tofacitinib | tofacitinib | 1184 | 11 | Chemical | chemical | tofacitinib
37877017 | @CHEMICAL_tofacitinib | tofacitinib | 1273 | 11 | Chemical | chemical | Tofacitinib
37877017 | @GENE_ACE | ACE | 1305 | 3 | Gene | gene | ACE
37877017 | @GENE_ACE2 | ACE2 | 1345 | 4 | Gene | gene | ACE2
37877017 | @GENE_ACE | ACE | 1403 | 3 | Gene | gene | ACE
37877017 | @GENE_ACE2 | ACE2 | 1407 | 4 | Gene | gene | ACE2
37877017 | @GENE_ACE | ACE | 1525 | 3 | Gene | gene | ACE
37877017 | @GENE_ACE2 | ACE2 | 1530 | 4 | Gene | gene | ACE2
37877017 | @GENE_ACE | ACE | 1538 | 3 | Gene | gene | ACE
37877017 | @GENE_ACE2 | ACE2 | 1542 | 4 | Gene | gene | ACE2
37877017 | @GENE_ACE | ACE | 1701 | 3 | Gene | gene | ACE
37877017 | @GENE_ACE2 | ACE2 | 1708 | 4 | Gene | gene | ACE2
37877017 | @CHEMICAL_tofacitinib | tofacitinib | 1732 | 11 | Chemical | chemical | tofacitinib
37877017 | @GENE_ACE | ACE | 1839 | 3 | Gene | gene | ACE
37877017 | @GENE_ACE | ACE | 1847 | 3 | Gene | gene | ACE
37877017 | @GENE_ACE2 | ACE2 | 1851 | 4 | Gene | gene | ACE2
37877017 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1865 | 2 | Disease | disease | RA
37877017 | @DISEASE_Inflammation | Inflammation | 1878 | 12 | Disease | disease | inflammation
37877017 | @GENE_ACE | ACE | 2005 | 3 | Gene | gene | ACE
37877017 | @GENE_ACE2 | ACE2 | 2009 | 4 | Gene | gene | ACE2
37877017 | @CHEMICAL_tofacitinib | tofacitinib | 2035 | 11 | Chemical | chemical | tofacitinib
37877017 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 2140 | 2 | Disease | disease | RA
38022501 | @DISEASE_Alopecia_Areata | Alopecia Areata | 33 | 15 | Disease | disease | alopecia areata
38022501 | @DISEASE_Alopecia_Areata | Alopecia Areata | 90 | 15 | Disease | disease | Alopecia areata
38022501 | @DISEASE_Alopecia_Areata | Alopecia Areata | 107 | 2 | Disease | disease | AA
38022501 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 117 | 18 | Disease | disease | autoimmune disease
38022501 | @DISEASE_Alopecia | Alopecia | 214 | 9 | Disease | disease | hair loss
38022501 | @DISEASE_FACES_syndrome | FACES syndrome | 281 | 6 | Disease | disease | , face
38022501 | @DISEASE_Alopecia_Areata | Alopecia Areata | 340 | 2 | Disease | disease | AA
38022501 | @GENE_CD8A | CD8A | 526 | 3 | Gene | gene | CD8
38022501 | @CHEMICAL_baricitinib | baricitinib | 660 | 11 | Chemical | chemical | baricitinib
38022501 | @GENE_JAK3 | JAK3 | 697 | 4 | Gene | gene | JAK3
38022501 | @GENE_TXK | TXK | 702 | 15 | Gene | gene | tyrosine kinase
38022501 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 731 | 24 | Disease | disease | hepatocellular carcinoma
38022501 | @DISEASE_Tyrosine_Kinase_2_Deficiency | Tyrosine Kinase 2 Deficiency | 757 | 3 | Disease | disease | TEC
38022501 | @CHEMICAL_PF_06651600 | PF-06651600 | 772 | 12 | Chemical | chemical | ritlecitinib
38022501 | @DISEASE_Alopecia_Areata | Alopecia Areata | 889 | 2 | Disease | disease | AA
38022501 | @DISEASE_Inflammation | Inflammation | 1072 | 12 | Disease | disease | inflammatory
38022501 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1101 | 2 | Disease | disease | AA
38022501 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1216 | 2 | Disease | disease | AA
38022501 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1360 | 2 | Disease | disease | AA
38022501 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1458 | 2 | Disease | disease | AA
38022501 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1567 | 2 | Disease | disease | AA
38266761 | @DISEASE_Lymphoma_T_Cell | Lymphoma T-Cell | 0 | 15 | Disease | disease | T cell lymphoma
38266761 | @DISEASE_Brain_Neoplasms | Brain Neoplasms | 30 | 18 | Disease | disease | primary malignancy
