38613283 | @CHEMICAL_Tungsten | Tungsten | 242 | 1 | Chemical | chemical | W
38433280 | @GENE_NFKB1 | NFKB1 | 523 | 9 | Gene | gene | NF-kappaB
38433280 | @GENE_NFKB1 | NFKB1 | 615 | 9 | Gene | gene | NF-kappaB
38433280 | @GENE_NFKB1 | NFKB1 | 670 | 9 | Gene | gene | NF-kappaB
38433280 | @GENE_AKT1 | AKT1 | 736 | 3 | Gene | gene | AKT
38433280 | @GENE_TGFB1 | TGFB1 | 757 | 8 | Gene | gene | TGF-beta
38433280 | @GENE_NFKB1 | NFKB1 | 853 | 9 | Gene | gene | NF-kappaB
38433280 | @DISEASE_Inflammation | Inflammation | 914 | 12 | Disease | disease | inflammation
38433280 | @DISEASE_Neoplasms | Neoplasms | 951 | 5 | Disease | disease | tumor
38433280 | @GENE_NFKB1 | NFKB1 | 1028 | 9 | Gene | gene | NF-kappaB
38433280 | @DISEASE_Neoplasms | Neoplasms | 1102 | 7 | Disease | disease | cancers
38433280 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 1111 | 36 | Disease | disease | inflammatory and autoimmune diseases
38433280 | @DISEASE_Cardiovascular_Diseases | Cardiovascular Diseases | 1149 | 23 | Disease | disease | cardiovascular diseases
38433280 | @DISEASE_Metabolic_Diseases | Metabolic Diseases | 1174 | 18 | Disease | disease | metabolic diseases
38433280 | @DISEASE_Heredodegenerative_Disorders_Nervous_System | Heredodegenerative Disorders Nervous System | 1194 | 21 | Disease | disease | neurological diseases
38433280 | @DISEASE_COVID_19 | COVID-19 | 1221 | 8 | Disease | disease | COVID-19
38433280 | @GENE_NFKB1 | NFKB1 | 1288 | 9 | Gene | gene | NF-kappaB
38433280 | @DISEASE_Carney_Complex | Carney Complex | 1481 | 6 | Disease | disease | CAR-T.
38433280 | @GENE_NFKB1 | NFKB1 | 1548 | 9 | Gene | gene | NF-kappaB
38433280 | @GENE_NFKB1 | NFKB1 | 1618 | 9 | Gene | gene | NF-kappaB
38458291 | @GENE_STAT1 | STAT1 | 77 | 35 | Gene | gene | interferon-stimulated gene factor 3
38458291 | @GENE_STAT1 | STAT1 | 114 | 5 | Gene | gene | ISGF3
38458291 | @GENE_IFNA8 | IFNA8 | 429 | 14 | Gene | gene | IFN-alpha/beta
38458291 | @GENE_STAT1 | STAT1 | 785 | 5 | Gene | gene | STAT1
38458291 | @GENE_STAT2 | STAT2 | 824 | 5 | Gene | gene | STAT2
38458291 | @GENE_IRF9 | IRF9 | 834 | 4 | Gene | gene | IRF9
38458291 | @GENE_STAT1 | STAT1 | 902 | 5 | Gene | gene | ISGF3
38471258 | @DISEASE_COVID_19 | COVID-19 | 41 | 5 | Disease | disease | COVID
38471258 | @DISEASE_COVID_19 | COVID-19 | 185 | 8 | Disease | disease | COVID-19
38471258 | @GENE_CRP | CRP | 381 | 18 | Gene | gene | C-reactive protein
38471258 | @GENE_CRP | CRP | 401 | 3 | Gene | gene | CRP
38471258 | @DISEASE_COVID_19 | COVID-19 | 536 | 5 | Disease | disease | COVID
38471258 | @DISEASE_COVID_19 | COVID-19 | 836 | 5 | Disease | disease | COVID
38471258 | @DISEASE_COVID_19 | COVID-19 | 1213 | 5 | Disease | disease | COVID
38471258 | @GENE_CRP | CRP | 1258 | 3 | Gene | gene | CRP
38471258 | @DISEASE_COVID_19 | COVID-19 | 1479 | 5 | Disease | disease | COVID
38471258 | @DISEASE_COVID_19 | COVID-19 | 1595 | 8 | Disease | disease | COVID-19
38471258 | @DISEASE_COVID_19 | COVID-19 | 1937 | 5 | Disease | disease | COVID
38487994 | @DISEASE_COVID_19 | COVID-19 | 1110 | 8 | Disease | disease | COVID-19
38487994 | @DISEASE_Infections | Infections | 1128 | 9 | Disease | disease | infection
38515283 | @DISEASE_COVID_19 | COVID-19 | 67 | 8 | Disease | disease | COVID-19
38515283 | @DISEASE_COVID_19 | COVID-19 | 336 | 8 | Disease | disease | COVID-19
38515283 | @DISEASE_COVID_19 | COVID-19 | 412 | 8 | Disease | disease | COVID-19
38515283 | @DISEASE_COVID_19 | COVID-19 | 1027 | 8 | Disease | disease | COVID-19
38515283 | @CHEMICAL_Heparin | Heparin | 1106 | 7 | Chemical | chemical | heparin
38515283 | @CHEMICAL_Methylprednisolone | Methylprednisolone | 1115 | 18 | Chemical | chemical | methylprednisolone
38515283 | @CHEMICAL_Ceftriaxone | Ceftriaxone | 1135 | 11 | Chemical | chemical | ceftriaxone
38515283 | @CHEMICAL_Hydroxychloroquine | Hydroxychloroquine | 1152 | 18 | Chemical | chemical | hydroxychloroquine
38515283 | @DISEASE_Cough | Cough | 1291 | 5 | Disease | disease | cough
38515283 | @CHEMICAL_Chromium | Chromium | 1346 | 2 | Chemical | chemical | Cr
38515283 | @DISEASE_Weight_Loss | Weight Loss | 1389 | 6 | Disease | disease | weight
38515283 | @DISEASE_Dyspnea | Dyspnea | 1516 | 19 | Disease | disease | shortness of breath
38515283 | @DISEASE_Fatigue | Fatigue | 1565 | 7 | Disease | disease | fatigue
38515283 | @DISEASE_Cough | Cough | 1605 | 5 | Disease | disease | cough
38515283 | @DISEASE_Chest_Pain | Chest Pain | 1696 | 10 | Disease | disease | chest pain
38515283 | @DISEASE_Fatigue | Fatigue | 1708 | 7 | Disease | disease | fatigue
38515283 | @DISEASE_Feeding_and_Eating_Disorders | Feeding and Eating Disorders | 1720 | 18 | Disease | disease | decreased appetite
38515283 | @DISEASE_Fatigue | Fatigue | 1793 | 7 | Disease | disease | fatigue
38515283 | @CHEMICAL_Ceftriaxone | Ceftriaxone | 1856 | 11 | Chemical | chemical | ceftriaxone
38515283 | @DISEASE_Dyspnea | Dyspnea | 1891 | 19 | Disease | disease | shortness of breath
38515283 | @DISEASE_Weight_Loss | Weight Loss | 1980 | 6 | Disease | disease | weight
38515283 | @DISEASE_Dyspnea | Dyspnea | 2040 | 19 | Disease | disease | shortness of breath
38515283 | @DISEASE_Cough | Cough | 2064 | 5 | Disease | disease | cough
38515283 | @CHEMICAL_Meropenem | Meropenem | 2195 | 9 | Chemical | chemical | meropenem
38515283 | @CHEMICAL_Methylprednisolone | Methylprednisolone | 2208 | 18 | Chemical | chemical | methylprednisolone
38515283 | @DISEASE_Weight_Loss | Weight Loss | 2249 | 11 | Disease | disease | weight loss
38515283 | @DISEASE_COVID_19 | COVID-19 | 2510 | 8 | Disease | disease | COVID-19
38542436 | @GENE_IRF1 | IRF1 | 0 | 4 | Gene | gene | IRF1
38542436 | @DISEASE_Inflammation | Inflammation | 115 | 12 | Disease | disease | Inflammatory
38542436 | @GENE_IFNG | IFNG | 138 | 8 | Gene | gene | IFNgamma
38542436 | @GENE_TNF | TNF | 147 | 8 | Gene | gene | TNFalpha
38542436 | @DISEASE_COVID_19 | COVID-19 | 160 | 8 | Disease | disease | COVID-19
38542436 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 170 | 25 | Disease | disease | cytokine release syndrome
38542436 | @DISEASE_Lung_Injury | Lung Injury | 213 | 18 | Disease | disease | lung tissue damage
38542436 | @DISEASE_Respiratory_Distress_Syndrome | Respiratory Distress Syndrome | 243 | 35 | Disease | disease | acute respiratory distress syndrome
38542436 | @DISEASE_Respiratory_Distress_Syndrome | Respiratory Distress Syndrome | 280 | 4 | Disease | disease | ARDS
38542436 | @GENE_IFNG | IFNG | 319 | 8 | Gene | gene | IFNgamma
38542436 | @GENE_TNF | TNF | 329 | 8 | Gene | gene | TNFalpha
38542436 | @GENE_IL1B | IL1B | 339 | 8 | Gene | gene | IL-1beta
38542436 | @GENE_IL6 | IL6 | 352 | 4 | Gene | gene | IL-6
38542436 | @GENE_IRF1 | IRF1 | 430 | 23 | Gene | gene | IFN regulatory factor 1
38542436 | @GENE_IRF1 | IRF1 | 455 | 4 | Gene | gene | IRF1
38542436 | @CHEMICAL_baricitinib | baricitinib | 516 | 11 | Chemical | chemical | baricitinib
38542436 | @GENE_IRF1 | IRF1 | 562 | 4 | Gene | gene | IRF1
38542436 | @GENE_ANXA5 | ANXA5 | 757 | 9 | Gene | gene | Annexin-V
38542436 | @GENE_GLB1 | GLB1 | 882 | 18 | Gene | gene | beta-galactosidase
38542436 | @DISEASE_Inflammation | Inflammation | 943 | 12 | Disease | disease | inflammatory
38542436 | @GENE_IL1B | IL1B | 973 | 4 | Gene | gene | IL-1
38542436 | @GENE_IL6 | IL6 | 982 | 4 | Gene | gene | IL-6
38542436 | @GENE_IFNG | IFNG | 1007 | 8 | Gene | gene | IFNgamma
38542436 | @GENE_TNF | TNF | 1021 | 8 | Gene | gene | TNFalpha
38542436 | @GENE_IRF1 | IRF1 | 1195 | 4 | Gene | gene | IRF1
38542436 | @CHEMICAL_baricitinib | baricitinib | 1239 | 11 | Chemical | chemical | baricitinib
38542436 | @GENE_IRF1 | IRF1 | 1276 | 4 | Gene | gene | IRF1
38542436 | @GENE_IRF1 | IRF1 | 1327 | 4 | Gene | gene | IRF1
38542436 | @DISEASE_Inflammation | Inflammation | 1536 | 12 | Disease | disease | inflammation
38545961 | @DISEASE_COVID_19 | COVID-19 | 85 | 8 | Disease | disease | COVID-19
38545961 | @DISEASE_COVID_19 | COVID-19 | 242 | 8 | Disease | disease | COVID-19
38545961 | @DISEASE_COVID_19 | COVID-19 | 786 | 8 | Disease | disease | COVID-19
38545961 | @DISEASE_Infections | Infections | 1208 | 10 | Disease | disease | infections
38545961 | @DISEASE_Infections | Infections | 1351 | 10 | Disease | disease | infections
38549510 | @DISEASE_COVID_19 | COVID-19 | 1784 | 8 | Disease | disease | COVID-19
38615084 | @DISEASE_COVID_19 | COVID-19 | 27 | 8 | Disease | disease | COVID-19
38615084 | @DISEASE_COVID_19 | COVID-19 | 103 | 8 | Disease | disease | COVID-19
38615084 | @DISEASE_COVID_19 | COVID-19 | 176 | 8 | Disease | disease | COVID-19
14524981 | @CHEMICAL_mica | mica | 108 | 4 | Chemical | chemical | mica
14524981 | @CHEMICAL_squalane | squalane | 153 | 8 | Chemical | chemical | squalane
14524981 | @CHEMICAL_squalane | squalane | 194 | 8 | Chemical | chemical | Squalane
14524981 | @CHEMICAL_Hydrocarbons | Hydrocarbons | 217 | 11 | Chemical | chemical | hydrocarbon
15089362 | @CHEMICAL_Silicates | Silicates | 42 | 8 | Chemical | chemical | silicate
15089362 | @CHEMICAL_mica | mica | 111 | 4 | Chemical | chemical | mica
15089362 | @CHEMICAL_laponite | laponite | 177 | 8 | Chemical | chemical | laponite
15697418 | @CHEMICAL_Lipids | Lipids | 64 | 5 | Chemical | chemical | lipid
15697418 | @CHEMICAL_Silicon | Silicon | 103 | 7 | Chemical | chemical | silicon
15697418 | @CHEMICAL_mica | mica | 115 | 4 | Chemical | chemical | mica
15783332 | @CHEMICAL_mica | mica | 375 | 4 | Chemical | chemical | mica
15783332 | @CHEMICAL_Lead | Lead | 462 | 2 | Chemical | chemical | Pb
15783332 | @CHEMICAL_Aluminum | Aluminum | 496 | 2 | Chemical | chemical | Al
15783332 | @CHEMICAL_Silicon | Silicon | 510 | 2 | Chemical | chemical | Si
15783332 | @CHEMICAL_Aluminum | Aluminum | 628 | 2 | Chemical | chemical | Al
15783332 | @CHEMICAL_Silicon | Silicon | 631 | 2 | Chemical | chemical | Si
16689660 | @DISEASE_Lung_Diseases | Lung Diseases | 0 | 4 | Disease | disease | Lung
16689660 | @GENE_NFKB1 | Nfkb1 | 16 | 9 | Gene | gene | NF-kappaB
16689660 | @GENE_STAT1 | Stat1 | 30 | 5 | Gene | gene | Stat1
16689660 | @DISEASE_Lung_Diseases | Lung Diseases | 149 | 4 | Disease | disease | lung
16689660 | @DISEASE_Lung_Diseases | Lung Diseases | 273 | 4 | Disease | disease | lung
16689660 | @GENE_TNF | Tnf | 646 | 27 | Gene | gene | tumor necrosis factor-alpha
16689660 | @GENE_TNF | Tnf | 675 | 9 | Gene | gene | TNF-alpha
16689660 | @GENE_IFNG | Ifng | 700 | 16 | Gene | gene | interferon-gamma
16689660 | @GENE_IFNG | Ifng | 718 | 9 | Gene | gene | IFN-gamma
16689660 | @GENE_NFKB1 | Nfkb1 | 827 | 21 | Gene | gene | nuclear factor-kappaB
16689660 | @GENE_NFKB1 | Nfkb1 | 850 | 9 | Gene | gene | NF-kappaB
16689660 | @GENE_JUN | Jun | 865 | 19 | Gene | gene | activator protein-1
16689660 | @GENE_JUN | Jun | 886 | 4 | Gene | gene | AP-1
16689660 | @DISEASE_Lung_Diseases | Lung Diseases | 910 | 4 | Disease | disease | lung
16689660 | @GENE_TNFRSF1B | Tnfrsf1b | 963 | 14 | Gene | gene | TNF receptor 1
16689660 | @GENE_TNFRSF1B | Tnfrsf1b | 979 | 5 | Gene | gene | TNFR1
16689660 | @GENE_STAT1 | Stat1 | 1053 | 5 | Gene | gene | Stat1
16689660 | @GENE_STAT1 | Stat1 | 1074 | 5 | Gene | gene | Stat1
16689660 | @GENE_IRF1 | Irf1 | 1105 | 23 | Gene | gene | IFN regulatory factor-1
16689660 | @GENE_IRF1 | Irf1 | 1130 | 5 | Gene | gene | IRF-1
16689660 | @GENE_GBP2 | Gbp2 | 1141 | 27 | Gene | gene | guanylate-binding protein-2
16689660 | @GENE_GBP2 | Gbp2 | 1170 | 5 | Gene | gene | GBP-2
16689660 | @GENE_TNFRSF1B | Tnfrsf1b | 1246 | 5 | Gene | gene | TNFR1
16689660 | @DISEASE_Lung_Diseases | Lung Diseases | 1323 | 25 | Disease | disease | pulmonary immunopathology
16689660 | @GENE_NFKB1 | Nfkb1 | 1367 | 9 | Gene | gene | NF-kappaB
16689660 | @GENE_TNF | Tnf | 1442 | 9 | Gene | gene | TNF-alpha
16689660 | @GENE_CCL2 | Ccl2 | 1473 | 30 | Gene | gene | monocyte chemotactic protein-1
16689660 | @GENE_CCL2 | Ccl2 | 1505 | 5 | Gene | gene | MCP-1
16689660 | @GENE_CXCL2 | Cxcl2 | 1516 | 33 | Gene | gene | macrophage inflammatory protein-2
16689660 | @GENE_CXCL2 | Cxcl2 | 1551 | 5 | Gene | gene | MIP-2
16689660 | @DISEASE_Lung_Diseases | Lung Diseases | 1589 | 25 | Disease | disease | pulmonary immunopathology
17726064 | @GENE_STAT3 | STAT3 | 54 | 5 | Gene | gene | STAT3
17726064 | @GENE_STAT3 | STAT3 | 111 | 5 | Gene | gene | STAT3
17726064 | @DISEASE_Neoplasms | Neoplasms | 152 | 6 | Disease | disease | cancer
17726064 | @DISEASE_Neoplasms | Neoplasms | 190 | 5 | Disease | disease | tumor
17726064 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 228 | 10 | Disease | disease | metastasis
17726064 | @GENE_STAT3 | STAT3 | 262 | 5 | Gene | gene | STAT3
17726064 | @GENE_STAT3 | STAT3 | 294 | 5 | Gene | gene | STAT3
17726064 | @GENE_STAT3 | STAT3 | 354 | 5 | Gene | gene | STAT3
17726064 | @GENE_STAT3 | STAT3 | 448 | 5 | Gene | gene | STAT3
17726064 | @GENE_SOCS3 | SOCS3 | 482 | 34 | Gene | gene | suppressor of cytokine signaling 3
17726064 | @GENE_SOCS3 | SOCS3 | 518 | 5 | Gene | gene | SOCS3
17726064 | @GENE_STAT3 | STAT3 | 549 | 5 | Gene | gene | STAT3
17726064 | @GENE_PIAS3 | PIAS3 | 589 | 36 | Gene | gene | protein inhibitor of activated STAT3
17726064 | @GENE_PIAS3 | PIAS3 | 627 | 5 | Gene | gene | PIAS3
17726064 | @GENE_STAT3 | STAT3 | 686 | 5 | Gene | gene | STAT3
17726064 | @GENE_STAT3 | STAT3 | 736 | 5 | Gene | gene | STAT3
17726064 | @GENE_STAT3 | STAT3 | 805 | 5 | Gene | gene | STAT3
17726064 | @GENE_STAT3 | STAT3 | 1004 | 5 | Gene | gene | STAT3
17726064 | @GENE_STAT3 | STAT3 | 1051 | 5 | Gene | gene | STAT3
17726064 | @GENE_XPO1 | XPO1 | 1072 | 10 | Gene | gene | exportin-1
17726064 | @GENE_STAT3 | STAT3 | 1166 | 5 | Gene | gene | STAT3
17726064 | @GENE_STAT3 | STAT3 | 1242 | 5 | Gene | gene | STAT3
17726064 | @GENE_STAT3 | STAT3 | 1331 | 5 | Gene | gene | STAT3
17726064 | @DISEASE_Neoplasms | Neoplasms | 1406 | 6 | Disease | disease | cancer
19089914 | @GENE_IFNG | IFNG | 0 | 16 | Gene | gene | Interferon-gamma
19089914 | @GENE_KLRK1 | KLRK1 | 72 | 5 | Gene | gene | NKG2D
19089914 | @DISEASE_Melanoma | Melanoma | 122 | 8 | Disease | disease | melanoma
19089914 | @GENE_KLRK1 | KLRK1 | 156 | 5 | Gene | gene | NKG2D
19089914 | @GENE_CD8A | CD8A | 278 | 3 | Gene | gene | CD8
19089914 | @GENE_KLRK1 | KLRK1 | 305 | 5 | Gene | gene | NKG2D
19089914 | @DISEASE_Neoplasms | Neoplasms | 427 | 6 | Disease | disease | tumors
19089914 | @DISEASE_Melanoma | Melanoma | 445 | 8 | Disease | disease | melanoma
19089914 | @GENE_KLRK1 | Klrk1 | 496 | 5 | Gene | gene | NKG2D
19089914 | @DISEASE_Neoplasms | Neoplasms | 511 | 5 | Disease | disease | tumor
19089914 | @GENE_KLRC1 | KLRC1 | 646 | 6 | Gene | gene | NKG2DL
19089914 | @GENE_KLRC1 | KLRC1 | 709 | 6 | Gene | gene | NKG2DL
19089914 | @GENE_IFNG | IFNG | 808 | 16 | Gene | gene | Interferon-gamma
19089914 | @GENE_IFNG | IFNG | 826 | 9 | Gene | gene | IFN-gamma
19089914 | @GENE_KLRC1 | KLRC1 | 845 | 6 | Gene | gene | NKG2DL
19089914 | @DISEASE_Melanoma | Melanoma | 866 | 8 | Disease | disease | melanoma
19089914 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 940 | 19 | Disease | disease | melanoma metastases
19089914 | @GENE_MICA | MICA | 985 | 4 | Gene | gene | MICA
19089914 | @GENE_ULBP2 | ULBP2 | 994 | 5 | Gene | gene | ULBP2
19089914 | @GENE_IFNG | IFNG | 1033 | 9 | Gene | gene | IFN-gamma
19089914 | @GENE_MICA | MICA | 1068 | 4 | Gene | gene | MICA
19089914 | @GENE_ULBP2 | ULBP2 | 1097 | 5 | Gene | gene | ULBP2
19089914 | @DISEASE_Melanoma | Melanoma | 1122 | 8 | Disease | disease | melanoma
19089914 | @DISEASE_Glioma | Glioma | 1167 | 6 | Disease | disease | glioma
19089914 | @GENE_KLRC1 | KLRC1 | 1200 | 6 | Gene | gene | NKG2DL
19089914 | @DISEASE_Neoplasms | Neoplasms | 1408 | 5 | Disease | disease | tumor
19089914 | @GENE_MICA | MICA | 1480 | 4 | Gene | gene | MICA
19089914 | @GENE_IFNG | IFNG | 1511 | 9 | Gene | gene | IFN-gamma
19089914 | @GENE_STAT1 | STAT1 | 1582 | 6 | Gene | gene | STAT-1
19089914 | @GENE_IFNG | IFNG | 1619 | 9 | Gene | gene | IFN-gamma
19089914 | @DISEASE_Melanoma | Melanoma | 1658 | 8 | Disease | disease | melanoma
19089914 | @GENE_KLRK1 | KLRK1 | 1698 | 5 | Gene | gene | NKG2D
19089914 | @GENE_IFNG | IFNG | 1759 | 9 | Gene | gene | IFN-gamma
19089914 | @DISEASE_Melanoma | Melanoma | 1856 | 8 | Disease | disease | melanoma
19089914 | @GENE_KLRK1 | KLRK1 | 1876 | 5 | Gene | gene | NKG2D
19256855 | @CHEMICAL_mica | mica | 274 | 14 | Chemical | chemical | muscovite mica
19256855 | @CHEMICAL_mica | mica | 1195 | 4 | Chemical | chemical | mica
19256855 | @CHEMICAL_molybdenum_disulfide | molybdenum disulfide | 1203 | 4 | Chemical | chemical | MoS2
19391757 | @CHEMICAL_Water | Water | 49 | 5 | Chemical | chemical | water
19391757 | @CHEMICAL_mica | mica | 73 | 4 | Chemical | chemical | mica
19391757 | @CHEMICAL_Water | Water | 212 | 5 | Chemical | chemical | water
19518485 | @CHEMICAL_mica | mica | 62 | 4 | Chemical | chemical | mica
19518485 | @CHEMICAL_mica | mica | 262 | 4 | Chemical | chemical | mica
20534857 | @DISEASE_HIV_Infections | HIV Infections | 72 | 8 | Disease | disease | HIV/AIDS
20534857 | @DISEASE_Infections | Infections | 302 | 9 | Disease | disease | infection
20534857 | @GENE_ITIH4 | ITIH4 | 456 | 5 | Gene | gene | gp120
20534857 | @DISEASE_Infections | Infections | 552 | 9 | Disease | disease | infection
20534857 | @GENE_HLA_C | HLA-C | 827 | 32 | Gene | gene | major histocompatibility complex
20534857 | @GENE_HLA_C | HLA-C | 861 | 3 | Gene | gene | MHC
20534857 | @GENE_IL1A | IL1A | 893 | 13 | Gene | gene | interleukin-1
20534857 | @GENE_CCR8 | CCR8 | 925 | 4 | Gene | gene | CCR8
20534857 | @GENE_CCL20 | CCL20 | 935 | 6 | Gene | gene | SCYA20
20534857 | @DISEASE_Infections | Infections | 990 | 9 | Disease | disease | infection
20534857 | @GENE_MICA | MICA | 1089 | 4 | Gene | gene | MICA
20534857 | @GENE_HLA_DRA | HLA-DRA | 1129 | 7 | Gene | gene | HLA-DRA
20534857 | @GENE_HSPA5 | HSPA5 | 1141 | 5 | Gene | gene | HSPA5
20534857 | @GENE_MICA | MICA | 1216 | 4 | Gene | gene | MICA
20534857 | @GENE_JAK1 | JAK1 | 1465 | 4 | Gene | gene | JAK1
20534857 | @GENE_IRAK2 | IRAK2 | 1474 | 5 | Gene | gene | IRAK2
20534857 | @GENE_MICA | MICA | 1859 | 4 | Gene | gene | MICA
21728668 | @CHEMICAL_mica | mica | 91 | 14 | Chemical | chemical | muscovite mica
21728668 | @CHEMICAL_mica | mica | 190 | 4 | Chemical | chemical | mica
24641908 | @CHEMICAL_Lipids | Lipids | 16 | 5 | Chemical | chemical | lipid
24641908 | @CHEMICAL_Lipids | Lipids | 69 | 5 | Chemical | chemical | lipid
24641908 | @CHEMICAL_Water | Water | 87 | 5 | Chemical | chemical | water
24641908 | @CHEMICAL_Lipids | Lipids | 219 | 5 | Chemical | chemical | lipid
24641908 | @CHEMICAL_Lipids | Lipids | 291 | 5 | Chemical | chemical | lipid
24641908 | @CHEMICAL_mica | mica | 328 | 4 | Chemical | chemical | mica
24641908 | @CHEMICAL_Lipids | Lipids | 397 | 5 | Chemical | chemical | Lipid
24641908 | @CHEMICAL_Lipids | Lipids | 485 | 5 | Chemical | chemical | lipid
24641908 | @CHEMICAL_Lipids | Lipids | 889 | 5 | Chemical | chemical | lipid
24641908 | @CHEMICAL_Lipids | Lipids | 1058 | 5 | Chemical | chemical | lipid
24641908 | @CHEMICAL_Lipids | Lipids | 1147 | 5 | Chemical | chemical | lipid
24641908 | @CHEMICAL_Lipids | Lipids | 1318 | 5 | Chemical | chemical | lipid
24641908 | @CHEMICAL_Lipids | Lipids | 1420 | 5 | Chemical | chemical | lipid
24641908 | @CHEMICAL_dimyristoylphosphatidylglycerol | dimyristoylphosphatidylglycerol | 1426 | 58 | Chemical | chemical | -- 1,2-dimyristoyl-sn-glycero-3-[phospho-rac-(1-glycerol)]
24641908 | @CHEMICAL_dimyristoylphosphatidylglycerol | dimyristoylphosphatidylglycerol | 1486 | 4 | Chemical | chemical | DMPG
24641908 | @CHEMICAL_Lipids | Lipids | 1559 | 5 | Chemical | chemical | lipid
24641908 | @CHEMICAL_Sodium_Chloride | Sodium Chloride | 1741 | 4 | Chemical | chemical | NaCl
24641908 | @CHEMICAL_Calcium_Chloride | Calcium Chloride | 1747 | 5 | Chemical | chemical | CaCl2
24641908 | @CHEMICAL_Lipids | Lipids | 1850 | 6 | Chemical | chemical | lipids
24641908 | @CHEMICAL_Lipids | Lipids | 1864 | 5 | Chemical | chemical | lipid
24641908 | @CHEMICAL_Carbohydrates | Carbohydrates | 1951 | 13 | Chemical | chemical | carbohydrates
24641908 | @CHEMICAL_Fructose | Fructose | 1966 | 8 | Chemical | chemical | fructose
24641908 | @CHEMICAL_Sucrose | Sucrose | 1979 | 7 | Chemical | chemical | sucrose
24641908 | @CHEMICAL_Ethanol | Ethanol | 1989 | 7 | Chemical | chemical | ethanol
24641908 | @CHEMICAL_Ethanol | Ethanol | 1998 | 4 | Chemical | chemical | EtOH
24641908 | @CHEMICAL_Dimethyl_Sulfoxide | Dimethyl Sulfoxide | 2007 | 17 | Chemical | chemical | dimethylsulfoxide
24641908 | @CHEMICAL_Dimethyl_Sulfoxide | Dimethyl Sulfoxide | 2026 | 4 | Chemical | chemical | DMSO
24641908 | @CHEMICAL_Lipids | Lipids | 2081 | 5 | Chemical | chemical | lipid
25008924 | @GENE_ITIH4 | ITIH4 | 6 | 5 | Gene | gene | gp120
25008924 | @GENE_STAT3 | STAT3 | 26 | 5 | Gene | gene | STAT3
25008924 | @GENE_IL6 | IL6 | 32 | 13 | Gene | gene | interleukin-6
25008924 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 220 | 4 | Disease | disease | AIDS
25008924 | @GENE_ITIH4 | ITIH4 | 581 | 5 | Gene | gene | gp120
25008924 | @GENE_CCR5 | CCR5 | 603 | 4 | Gene | gene | CCR5
25008924 | @GENE_IL6 | IL6 | 632 | 13 | Gene | gene | interleukin-6
25008924 | @GENE_IL6 | IL6 | 647 | 4 | Gene | gene | IL-6
25008924 | @GENE_NFKB1 | NFKB1 | 697 | 9 | Gene | gene | NF-kappaB
25008924 | @GENE_IL6 | IL6 | 717 | 4 | Gene | gene | IL-6
25008924 | @GENE_STAT3 | STAT3 | 740 | 5 | Gene | gene | STAT3
25008924 | @GENE_ITIH4 | ITIH4 | 783 | 5 | Gene | gene | gp120
25008924 | @GENE_STAT3 | STAT3 | 821 | 5 | Gene | gene | STAT3
25008924 | @GENE_IL6 | IL6 | 855 | 4 | Gene | gene | IL-6
25008924 | @GENE_STAT3 | STAT3 | 932 | 5 | Gene | gene | STAT3
25008924 | @GENE_PIAS3 | PIAS3 | 948 | 5 | Gene | gene | PIAS3
25008924 | @GENE_STAT3 | STAT3 | 964 | 5 | Gene | gene | STAT3
25008924 | @GENE_IL6 | IL6 | 970 | 4 | Gene | gene | IL-6
25008924 | @GENE_CCR5 | CCR5 | 1018 | 4 | Gene | gene | CCR5
25008924 | @GENE_CCL4 | CCL4 | 1039 | 4 | Gene | gene | CCL4
25008924 | @GENE_STAT3 | STAT3 | 1068 | 5 | Gene | gene | STAT3
25008924 | @GENE_ITIH4 | ITIH4 | 1119 | 5 | Gene | gene | gp120
25008924 | @GENE_IL6 | IL6 | 1202 | 4 | Gene | gene | IL-6
25008924 | @GENE_STAT3 | STAT3 | 1207 | 5 | Gene | gene | STAT3
25008924 | @GENE_ITIH4 | ITIH4 | 1225 | 5 | Gene | gene | gp120
25008924 | @GENE_STAT3 | STAT3 | 1249 | 5 | Gene | gene | STAT3
25008924 | @GENE_ITIH4 | ITIH4 | 1460 | 5 | Gene | gene | gp120
25008924 | @DISEASE_Infections | Infections | 1508 | 9 | Disease | disease | infection
25008924 | @GENE_STAT3 | STAT3 | 1643 | 5 | Gene | gene | STAT3
25008924 | @GENE_ITIH4 | ITIH4 | 1675 | 5 | Gene | gene | gp120
25008924 | @GENE_NFKB1 | NFKB1 | 1727 | 9 | Gene | gene | NF-kappaB
25008924 | @GENE_IL6 | IL6 | 1774 | 4 | Gene | gene | IL-6
25008924 | @GENE_STAT3 | STAT3 | 1790 | 5 | Gene | gene | STAT3
25008924 | @GENE_ITIH4 | ITIH4 | 1946 | 5 | Gene | gene | gp120
25008924 | @DISEASE_Acquired_Immunodeficiency_Syndrome | Acquired Immunodeficiency Syndrome | 2058 | 4 | Disease | disease | AIDS
25220254 | @CHEMICAL_Glucose | Glucose | 82 | 7 | Chemical | chemical | glucose
25220254 | @DISEASE_Lung_Diseases | Lung Diseases | 110 | 12 | Disease | disease | lung disease
